sample_idx,class,beta,alpha,r_squared
172,5,2.5560732924667073,0.7824501769547948,0.7683925772247249
173,5,0.7971437580105274,2.508957738051544,0.6423987670535389
174,1,2.722263504068855,0.734682736263658,0.8951939466092974
175,5,1.9230693446748255,1.0400040984160053,0.5985690633726378
176,1,2.324429248961659,0.8604262749203555,0.8578273105954701
177,2,2.7894963613723216,0.7169753033899207,0.9592558316466427
178,1,1.1435055781159058,1.7490076465523632,0.30847193038640186
179,1,3.1121752212017086,0.6426373381469624,0.8853385822996769
180,3,2.9132440987570947,0.686519883745162,0.9315863979343239
181,4,1.9716448174262053,1.0143814861191935,0.5424521553018212
182,5,2.6538453341765282,0.7536234211706944,0.7226346654330462
183,1,2.9480775522851483,0.6784082048485246,0.8427140322449626
184,5,2.0592752155432623,0.9712154960658695,0.5685206313506257
185,2,2.438622768428347,0.8201350474919775,0.9005903222596615
186,5,1.6539585639987107,1.209220136183266,0.7967952127852641
187,2,3.5357086151741095,0.565657472851878,0.9354562228851047
188,3,3.1016887928836625,0.6448100159463728,0.9587752991484106
189,4,1.6866509995061592,1.185781765513783,0.5891056081921131
190,1,3.303542841038579,0.6054106443406174,0.7689825483989423
191,5,1.9148999928751815,1.0444409668606467,0.6999167951304534
192,4,1.5126891305525827,1.322148721508565,0.5000254727671876
193,5,1.613485702133946,1.2395523538602558,0.5426717586828356
194,5,1.146724783356012,1.7440976501325693,0.32274107856763834
195,2,3.212561864949255,0.6225561044663623,0.8802053595688328
196,3,2.889330339958577,0.6922019169426896,0.929687874812395
197,3,3.580159991981107,0.5586342522344332,0.863720021916682
198,4,2.9562545714302058,0.6765317233936388,0.6572812252766977
199,3,2.6403307634423325,0.7574808534187205,0.9301515276298004
200,1,2.5837385024590476,0.7740721431741331,0.6226529257816027
201,2,2.606440610382466,0.7673299717757707,0.971184016121615
202,4,1.453073403314985,1.376392958151514,0.6081471244059913
203,1,3.176289565732233,0.6296655133641564,0.6491049522691195
204,4,2.3068648958937983,0.8669775172182751,0.4945639300558522
205,2,3.0855225238310626,0.6481884298536086,0.8908101388427371
206,5,3.4229529183912444,0.5842908294923265,0.7564506784955738
207,5,1.9537089255294058,1.0236939463528583,0.8395442469615079
208,1,2.2847549691857245,0.8753673925536051,0.5804879388835877
209,5,0.5940651268478965,3.366634245325895,0.7392376360130166
210,1,2.333514235899084,0.8570764082908696,0.5215407532011703
211,3,2.3446235109571423,0.8530154161866026,0.8579295863189647
212,2,3.2380026500979464,0.617664719928349,0.9220308076689309
213,4,1.6002196219576998,1.2498284438939768,0.4522223188459419
214,4,2.236802532214972,0.8941334656034743,0.5090330156730176
215,5,2.2060816998405794,0.9065847380650174,0.7470980391964401
216,2,3.440465199496354,0.5813167359730241,0.8713725207753542
217,3,2.80992613098908,0.7117624829859887,0.8638339195009042
218,4,2.015546657612833,0.9922866297566904,0.6015432553821969
219,1,2.8990156319525897,0.6898893465617255,0.5981537722545853
220,4,1.9469222974045703,1.027262363097997,0.6619546960686153
221,1,2.9218996505107193,0.6844862039154629,0.6889160715338345
222,1,3.335047079751113,0.5996916841573509,0.8095320492822053
223,1,2.8757452615169425,0.6954718927173018,0.7873916614144922
224,3,2.336876146272911,0.8558433887006826,0.880643477052272
225,5,2.1736814102826365,0.9200980376144205,0.5978735274604279
226,3,2.4687235694444905,0.8101352556252532,0.8218308530039058
227,1,3.3168470035806257,0.6029822894577127,0.8288317405959746
228,3,3.199434988250473,0.6251103733455285,0.9248466988130766
229,5,1.7665074478040248,1.1321775079330878,0.7948013973512533
230,1,2.6417893985646117,0.757062618650328,0.7258957488793043
231,2,2.395366767440816,0.834945206381392,0.9353466916937275
232,4,2.0105460991344777,0.9947546096361493,0.3848395732876234
233,3,3.201642502064814,0.6246793633924317,0.8894378503303791
234,2,2.0767948361528696,0.9630224253180795,0.91103856827022
235,2,2.901943283677618,0.6891933454555357,0.7921541491940515
236,2,2.567322296567312,0.7790217857236463,0.8960723287102335
237,2,3.5541544900704687,0.5627217403147677,0.8335516222134225
238,3,3.0670633493197315,0.6520895632767403,0.8420559910623856
239,2,2.9626238165856402,0.675077270628627,0.8560943712456983
240,4,2.132338780207181,0.9379372633300217,0.676669839576959
241,4,2.4135201094737844,0.8286651485311455,0.736548383142007
242,4,1.9788906331123652,1.0106672731349657,0.48444131022978787
243,5,2.533818900637507,0.7893223937578181,0.6717445200680966
244,1,3.1711675836546194,0.6306825316671203,0.7660400827199085
245,1,2.4009056859069626,0.8330189776881981,0.7728974584527422
246,5,2.273741383835032,0.8796075113110169,0.7503516285258292
247,5,1.8902688363299445,1.058050559561202,0.599207996874106
248,1,3.408866989978841,0.5867052031890555,0.7956830231873799
249,3,2.929280650851771,0.6827614825566282,0.8752571073862312
250,2,3.124076280077183,0.6401892337758758,0.9043124628114322
251,2,3.2359065951030574,0.6180648115822094,0.8462619668595598
252,3,2.7913222226840007,0.7165063150885163,0.868294351182511
253,2,3.9132125654337977,0.5110890263581402,0.9323637019986353
254,2,2.440323105523677,0.819563604291987,0.7692405901072482
255,3,2.3702570566829237,0.8437903367320492,0.8801509300256865
256,4,1.9547369421543301,1.0231555749878984,0.6105772907902676
257,1,1.5455993913903467,1.2939963687491467,0.5086324274905004
258,4,2.0467902300830296,0.9771397042084125,0.4853816390225365
259,4,2.959043437281589,0.6758940996950548,0.7802804393943253
260,5,1.7720070143272988,1.1286637038280876,0.5912224014466911
261,3,2.7541850890008983,0.7261676087010969,0.9262994805878125
262,3,1.605871272284256,1.2454298389404024,0.631676286661853
263,3,1.5077532958031592,1.326476954530302,0.6700174402817858
264,1,1.5107596520844988,1.3238373140561854,0.48614030450573875
265,5,2.7051238377420606,0.7393376865398442,0.7206041953060991
266,4,1.1309472527388125,1.768429071432469,0.5979336487829267
267,4,2.1507268025852064,0.9299182014172928,0.6707827350084985
268,4,1.8476759672524716,1.082440880028351,0.7865693902684313
269,3,3.537176047556115,0.5654228042683451,0.9134773333198627
270,5,1.6505333320059148,1.2117295429407497,0.44051403649148835
271,1,3.3950941866369284,0.5890852771837638,0.8312739126566049
272,5,1.8825076367561928,1.0624126887720158,0.8934865930129738
273,5,1.9274903832820633,1.0376186658812117,0.5252611799457807
274,1,2.51563179837807,0.7950289073661262,0.8561335879539689
275,1,2.2713241409249614,0.8805436282579778,0.35874281657849216
276,2,3.506753658387799,0.5703280568956427,0.8394541852777889
277,4,1.800903283830439,1.1105538081679163,0.4323503096841089
278,5,1.544333624889609,1.2950569538644623,0.6850673780756561
279,5,2.162171130864989,0.9249961630927375,0.8234794227504613
280,1,2.8504773808325954,0.7016368603548857,0.7864533790615958
281,4,2.7416246599444087,0.7294944596976866,0.5786655085775045
282,5,2.009940939189375,0.995054113782376,0.6224361078349054
283,3,3.3911389747153553,0.5897723493233938,0.9396977335452148
284,4,1.5380058136227093,1.3003852015936679,0.3998886316498931
285,4,1.374292284330125,1.4552944979785472,0.4822286961448643
286,3,3.0727110626608227,0.6508910077174958,0.9486026863274376
287,5,1.7193885274433078,1.1632042252683605,0.5620203708017077
288,1,2.9299233016562525,0.682611725320394,0.8303118227676769
289,5,2.18841130583879,0.9139049842522292,0.7625445546000887
290,3,3.3228049931600085,0.6019011058780153,0.958764141295547
291,5,2.80088927062412,0.7140589315600975,0.8274645639791923
292,5,2.4844636398762487,0.8050027248938206,0.8848651337792549
293,5,2.037800114854214,0.9814505286467127,0.7961989191498657
294,5,2.047284679115488,0.9769037107551075,0.722571729017401
295,2,3.126190279692052,0.6397563235328758,0.8268866276351617
296,1,2.963993888259907,0.6747652240181083,0.7659770910388011
297,4,1.6859469826732245,1.1862769236247366,0.5350907054336828
298,4,2.0461698649192437,0.9774359569501988,0.5554903054149597
299,1,3.1452697377672743,0.6358755104481868,0.8156039620584851
300,3,2.8499712678926947,0.7017614607317868,0.9338740337437849
301,3,2.9534774178972913,0.6771678658792275,0.9333900373677719
302,2,2.921385222538554,0.6846067353835961,0.8963850643567766
303,1,2.941494303070982,0.6799265250699136,0.7866972495447682
304,1,2.6756241796990743,0.7474891336289757,0.8136398864909027
305,5,1.2939468191412078,1.5456585776279426,0.2594645408854287
306,2,1.9965154900094462,1.0017452957455077,0.8748651868247379
307,4,1.9467790157405647,1.027337968936957,0.43440879256146014
308,2,2.48652341136408,0.8043358815201428,0.7283849814247008
309,1,3.035227500058404,0.6589291906328326,0.9606057734077261
310,4,2.5161143857144337,0.7948764218968978,0.5195201762532488
311,2,3.0839235666034477,0.6485245035442779,0.9395356769122387
312,4,1.929244452755849,1.0366752627657316,0.5757758241342836
313,4,2.3215681865259366,0.861486650104755,0.5494913517591227
314,3,2.8291397982287547,0.7069286576973481,0.9027400852046426
315,4,1.8238188397188577,1.0966001427577645,0.7245405424300506
316,1,3.2690367033278935,0.6118010232078432,0.8403428971759155
317,1,2.375709964513314,0.8418536058166167,0.7065432291444811
318,5,1.2996865371254902,1.538832589913095,0.2832395821807906
319,5,1.7054848663567967,1.1726870401801555,0.5871160342471335
320,1,3.3794333122762747,0.591815199529079,0.7932527144887068
321,4,2.187817787292501,0.9141529114611817,0.6609767717825956
322,2,2.144710795227872,0.9325266625458951,0.8935686058580973
323,5,2.600960571982169,0.7689466812931416,0.7839063732465872
324,2,2.720877663362896,0.7350569365651229,0.8928063974893982
325,4,1.700112911602802,1.176392453907356,0.38734318490398023
326,5,1.2875188867541283,1.5533752712879085,0.4413566153119933
327,4,2.1330534835445336,0.9376229969989144,0.5715781879755968
328,1,2.2875052506299154,0.8743149330255113,0.6039788414573204
329,4,2.2397730669302804,0.8929476068488933,0.7145289553291408
330,3,3.6723174302701853,0.5446152294772767,0.9746128058850976
331,4,1.419782550430466,1.408666418243848,0.8273187721737679
332,3,2.2650399449008773,0.8829866354023721,0.8483262548119462
333,3,1.961363548964359,1.0196987708148455,0.6560084550608277
334,4,1.0799028880493833,1.8520183825163927,0.40815080928022407
335,5,1.9726551593699213,1.0138619466763836,0.681310006708495
336,3,1.8102012809821155,1.104849510942181,0.8656656072788819
337,5,1.8892613721355085,1.058614773740554,0.5802335738507018
338,4,1.8402605751629435,1.086802612082755,0.4390817468934757
339,3,2.5693878417962974,0.7783955257614087,0.9129320723637789
340,3,2.2904852023081745,0.8731774376820047,0.7852548467553921
341,2,2.031219016694576,0.9846304034976104,0.8075297657188099
342,2,2.665299435627123,0.7503847309859264,0.8641719589901182
343,4,2.1197675756432424,0.9434996661806665,0.6163194928509448
344,2,2.834686979989565,0.7055452732941124,0.9140450709379816
345,1,2.812090260981317,0.7112147244171575,0.679310646340178
346,1,2.886976941475586,0.6927661843318236,0.710341528614467
347,4,1.4649782513159715,1.3652079805303767,0.44285714718932034
348,2,3.0562038492648815,0.6544066098473982,0.9060985156978777
349,1,2.379433687975392,0.8405361368577395,0.8019133667301794
350,2,2.095205096171777,0.9545604884477754,0.9143350613099867
351,4,1.4986683961784113,1.334518032875037,0.5517257250191171
352,4,1.9837847455804642,1.0081738981286457,0.7019355804472187
353,5,1.6527144247718983,1.2101304194014237,0.5778407650152908
354,1,2.366488663968261,0.845133987097275,0.7271774831603299
355,1,3.0884767785891216,0.6475684110254636,0.7514514578765797
356,3,3.0219355327362294,0.6618274871631984,0.9443228758942064
357,5,1.9971970560922818,1.0014034388340238,0.842512506683534
358,2,2.083660428396447,0.9598492982559396,0.5989909102534331
359,1,0.6246055822548638,3.2020206940512432,0.27718881678242535
360,4,2.23967233520986,0.8929877681471641,0.5415867712833986
361,3,3.1945211321827958,0.6260719266657074,0.8869006075394682
362,2,2.870054977714617,0.696850762626356,0.8167143912257986
363,3,3.119890655625516,0.6410481073731779,0.8618803643627917
364,4,1.8493066801024671,1.08148638704381,0.4419467444252878
365,1,1.6311244849577018,1.226147984684237,0.37820722638861404
366,3,2.7211124453737208,0.7349935146562154,0.8059032824746832
367,1,2.223465844907839,0.8994966145220453,0.5977668525690578
368,1,1.4486895638958759,1.3805580228116763,0.43655426842094247
369,1,3.2329615033746557,0.6186278425871585,0.8364281741383335
370,4,2.762244523914683,0.7240488605134705,0.7351102741303357
371,2,2.99220061838315,0.6684043802787226,0.9175789629079062
372,4,2.4274424221907114,0.8239124362814116,0.5229608108598269
373,3,2.8535572264376077,0.7008795833741901,0.8775394022314631
374,5,1.8522658353593169,1.0797586187794823,0.6161197550304205
375,4,2.425154459868429,0.824689739600547,0.5401707946699077
376,1,3.576160539023496,0.5592590092574867,0.7946422038169525
377,1,2.1696892220794894,0.9217910010555085,0.5482821190062769
378,1,2.717352592029449,0.7360104853033829,0.654558880659585
379,5,1.809551252276862,1.105246396024156,0.5481228648602975
380,5,2.4507618105872355,0.8160727784152851,0.60149552406028
381,5,1.8585476159360983,1.0761090987667035,0.6583117529166107
382,1,1.6269509018907173,1.2292933964237973,0.3925131719626894
383,5,1.5764843026806634,1.2686456798835155,0.5386451397594096
384,3,2.947185160427662,0.6786136232138814,0.7181948458377896
385,4,2.4807917752649473,0.8061942239333654,0.5706536859634461
386,2,2.9605102423683585,0.67555922333173,0.9196470400533756
387,2,3.1475419272644127,0.6354164761637464,0.923266986176657
388,2,2.991635397367339,0.6685306644519632,0.9248814598533617
389,2,1.6443019823093559,1.2163215890496468,0.48277276869901287
390,4,1.5590205203621776,1.2828567513244649,0.7213767927983716
391,1,2.887735369068554,0.6925842379542918,0.7034256298619839
392,3,3.197646022450333,0.6254600996977816,0.9147677771988045
393,1,1.893905850295812,1.0560187031935178,0.7162222820820325
394,1,3.661514480030757,0.5462220649153898,0.799259626010009
395,5,2.372117322698263,0.8431286179913805,0.6657882581493875
396,1,3.3430206257986694,0.5982613402279524,0.6645756321223828
397,5,1.6990561967517988,1.177124102088875,0.6298832899481017
398,5,1.6504881950280466,1.2117626808994015,0.7289630741384188
399,2,3.379411764554855,0.591818973046466,0.9142536101342162
400,2,2.7009878902887237,0.7404698137266394,0.8386104332078284
401,3,2.9771592984997635,0.6717813188591658,0.8204046597990508
402,3,3.230363526179221,0.6191253658579847,0.8799801036743566
403,2,1.6040981278618711,1.2468065171710119,0.6766725285214945
404,3,2.7232432010175858,0.734418431395575,0.8884832904849493
405,3,1.980975976133621,1.0096033592005034,0.8834153260495325
406,2,2.7079736089929467,0.7385596349086168,0.7649401959180724
407,3,3.5183116481138628,0.5684544747683689,0.9179525674350119
408,2,2.722286413097957,0.7346765536415412,0.9014794449984194
409,5,1.6747672108530383,1.1941958184035053,0.3369301768820703
410,5,0.8442136723046563,2.3690684782918896,0.7438260129273153
411,5,1.5784630949022183,1.267055280835625,0.5098225797846051
412,3,2.66842632003838,0.74950542384518,0.9241522344704357
413,4,1.9964883919462324,1.001758892297062,0.5988788318562016
414,2,2.867351227586578,0.6975078535054043,0.9280160761684066
415,3,2.881235504565197,0.694146659247772,0.8900613363083345
416,2,4.006887997335837,0.4991404804251558,0.9300951030061437
417,5,0.4915056615825409,4.069129119612655,0.25045322497366873
418,1,1.7552934350872507,1.139410630736271,0.6067142514030488
419,4,1.8108041202072036,1.1044816927913481,0.5950054701299229
420,2,2.702093947757235,0.7401667146547661,0.9165574541087037
421,4,1.677539474682837,1.192222317378331,0.47806405729889734
422,5,2.0223631877977355,0.9889420515896118,0.6662297086866918
423,5,0.4749576729270212,4.210901547657083,0.21435578311898407
424,3,2.6394837903464734,0.7577239183338454,0.8988663086539762
425,3,2.37411136876263,0.8424204636374687,0.909944044082157
426,3,2.2646857606910733,0.8831247295826579,0.787477565204597
427,2,3.7293074206879364,0.5362926072828463,0.8938793010272575
428,3,2.0108883418071932,0.9945853076071803,0.9413628412739572
429,4,2.0643530934373575,0.9688265085842447,0.636583861548552
430,1,1.127864190263023,1.7732631439726718,0.20961178388285717
431,2,3.262520836376791,0.6130229047735708,0.8816875306807491
432,2,2.566001315314705,0.7794228272851496,0.7528538897460408
433,2,2.725250866871108,0.7338773924678071,0.833818911133385
434,3,3.0374001528326233,0.6584578584862574,0.9037218518090973
435,4,2.1963688534191266,0.9105938635428036,0.5781142464204392
436,5,1.6468568971179711,1.2144346017556447,0.6350075278832517
437,5,1.1447866302300127,1.7470504521861476,0.5835579408986511
438,4,2.037500683785926,0.9815947626008913,0.4103047367352588
439,2,2.910050139059924,0.6872733817040311,0.8540023339469289
440,1,3.1859550435514468,0.6277552484766266,0.9178940590082689
441,2,2.5686504708596654,0.7786189762636908,0.7618962868338025
442,5,2.442462224820371,0.8188458268365187,0.8962709637517149
443,4,1.7703324474921125,1.1297313128012985,0.5351540750012378
444,3,2.6799104246686594,0.7462936005584132,0.8195188768568155
445,4,1.8587725182202992,1.0759788948864601,0.5955345105112765
446,4,2.5325271420930613,0.7897250010702974,0.6978357935123818
447,1,2.992504133660142,0.6683365872426693,0.6988922142705387
448,3,2.9332785995067634,0.6818309042776585,0.8994925367806046
449,1,2.7895883892611644,0.716951650537128,0.7734493644344164
450,1,3.3933897330237386,0.5893811667243614,0.7805927253844898
451,3,1.8813433696011446,1.0630701616281835,0.8119314158915303
452,2,2.5104746654797445,0.7966620924325503,0.9078585806342521
453,4,2.36102571455848,0.8470894610201257,0.5259987649507903
454,5,2.05899628845245,0.9713470642063217,0.6925163615762258
455,2,3.367897887747794,0.59384223235386,0.9293214738033946
456,2,3.204020816132354,0.6242156698639196,0.9237713599622513
457,3,2.7267302970551444,0.7334792158065616,0.9104813442655111
458,5,2.215268167897974,0.9028252330722388,0.7891150391875827
