regime,diameter_km,tau_hours,tau_true,alpha_true
Frontal Zone,59.006763841709386,2.1057722532033756,2.135199446478728,1.6
Frontal Zone,447.5827134241598,68.02474147897131,70.52758625997014,1.6
Frontal Zone,318.6564402734767,35.59244393294875,42.50220704699594,1.6
Frontal Zone,78.32065120425783,3.9694552504655527,4.327587268014916,1.6
Frontal Zone,81.77099806582244,3.6594587803492553,3.8674366172506724,1.6
Frontal Zone,78.30626280820914,4.416139208229569,3.89000780842048,1.6
Frontal Zone,96.56205343156965,6.3270115796349815,6.071427956595741,1.6
Frontal Zone,174.4050970071703,11.072153922905873,13.680864702156697,1.6
Frontal Zone,136.2347322378181,10.10427209509522,9.718859126839241,1.6
Frontal Zone,105.64606328749517,5.525876678549928,5.787218525442637,1.6
Frontal Zone,193.38869211496103,17.385607477707605,18.856795398439168,1.6
Frontal Zone,67.1552106951719,3.5609932528370187,3.308974606683178,1.6
Frontal Zone,94.9492241320116,6.571516208204265,5.8067709432594725,1.6
Frontal Zone,103.3913319807971,8.535248788595368,7.632770539681015,1.6
Frontal Zone,146.32827763421108,9.604596565404682,10.622218534647137,1.6
Frontal Zone,311.32640366676577,34.40884446105963,35.70958438283827,1.6
Frontal Zone,79.21755721175141,4.297790231324758,4.1302972557777435,1.6
Frontal Zone,160.34449380611542,14.795144891801922,13.1606808890032,1.6
Frontal Zone,174.66647550203695,16.57273706918803,17.553614946296904,1.6
Frontal Zone,53.80290206811221,2.2969325244419823,2.348680368144942,1.6
Frontal Zone,197.06419989097137,16.25241859560135,18.55987386436217,1.6
Frontal Zone,69.44167065876304,3.213668995757953,3.7097261825362553,1.6
Frontal Zone,57.334754565903836,2.772878649629026,2.5152769218598405,1.6
Frontal Zone,459.0856376279191,76.80703923200288,65.27097752637884,1.6
Frontal Zone,537.198569734258,68.82744981399128,69.42477968839455,1.6
Frontal Zone,326.16158348865315,43.87715602990392,38.89905172641748,1.6
Frontal Zone,102.92763419831083,6.349390993493324,6.079743932725247,1.6
Frontal Zone,62.23799627825615,2.6251734648797522,2.836472907263787,1.6
Frontal Zone,207.27078431458412,25.710490008605436,24.619322632994553,1.6
Frontal Zone,137.46790423603943,12.047655557626072,10.017220815868113,1.6
