filename,category,ef_number,event_id,episode_id,DBZ_mean,DBZ_max,DBZ_std,VEL_mean,VEL_max,VEL_std,VEL_rotation,ZDR_mean,ZDR_max,ZDR_std,RHOHV_mean,RHOHV_max,RHOHV_std,KDP_mean,KDP_max,KDP_std,range_span_km,alpha_rtm
TOR_210317_191557_KBMX_944864_B9.nc,TOR,1.0,944864,156425,27.567207,64.0,10.165609,-11.100815,19.5,6.2063537,33.0,0.824341,17.53125,0.7636016,0.9887453,1.0517578,0.02541511,0.100532025,6.046875,0.32762295,59.75,0.85485643
TOR_210317_192118_KMOB_944900_V3.nc,TOR,1.0,944900,156425,24.82631,68.0,13.939457,17.18177,61.6875,6.1301417,43.0,0.6242499,20.0,1.26538,0.98263484,1.0517578,0.049138583,0.1793894,5.203125,0.5518867,59.75,0.91957074
TOR_210317_192230_KBMX_944864_B9.nc,TOR,1.0,944864,156425,28.15422,64.0,9.311631,-9.91338,27.5,6.4242334,34.5,0.7879535,16.9375,0.713651,0.99012834,1.0517578,0.02141049,0.09005933,5.5,0.3025186,59.75,0.8657244
TOR_210317_192653_KMOB_944900_V3.nc,TOR,1.0,944900,156425,24.290125,66.0,13.46537,17.868187,59.6875,6.156066,70.6875,0.5880432,20.0,1.2789092,0.98284674,1.0517578,0.049739923,0.15096816,5.6015625,0.50060797,59.75,1.0410984
TOR_210317_192743_KSHV_940114_E6.nc,TOR,1.0,940114,155839,22.170584,69.0,13.666131,17.543577,49.125,5.4504647,41.125,0.65117234,20.0,1.2036754,0.98869866,1.0517578,0.044652756,0.113203384,6.5,0.46790227,59.75,0.9086705
TOR_210317_192927_KBMX_944864_B9.nc,TOR,1.0,944864,156425,28.403152,65.5,8.571711,-8.530715,40.1875,6.5100675,39.1875,0.7868932,20.0,0.66792965,0.9919293,1.0517578,0.016455745,0.08460591,5.8515625,0.29694593,59.75,0.89687186
TOR_210317_192927_KBMX_944886_B9.nc,TOR,1.0,944886,156425,28.403152,65.5,8.571711,-8.530715,40.1875,6.5100675,39.1875,0.7868932,20.0,0.66792965,0.9919293,1.0517578,0.016455745,0.08460591,5.8515625,0.29694593,59.75,0.89687186
TOR_210317_192927_KBMX_944904_H2.nc,TOR,0.0,944904,156425,18.20835,66.5,12.465494,-4.2485156,36.6875,5.3980765,53.0,0.8030361,20.0,1.2198232,0.97568554,1.0517578,0.07776017,0.06088853,3.8515625,0.25077957,59.75,0.97069126
TOR_210317_193420_KSHV_940114_E6.nc,TOR,1.0,940114,155839,21.557692,65.0,12.85165,19.2099,48.625,5.443467,31.125,0.5775953,20.0,1.1667812,0.9888696,1.0517578,0.04296186,0.08369781,5.0,0.41396996,59.75,0.8405548
TOR_210317_193625_KBMX_944886_B9.nc,TOR,1.0,944886,156425,29.148497,63.5,8.2493925,-7.557621,22.5,6.6869693,52.125,0.83278716,14.34375,0.6557222,0.99250394,1.0517578,0.014290222,0.093569726,5.5,0.31289506,59.75,0.9666213
TOR_210317_194323_KBMX_944886_B9.nc,TOR,1.0,944886,156425,29.633625,64.5,8.418293,-6.0104494,25.625,6.8317857,54.75,0.8926885,16.4375,0.6531089,0.9927478,1.0517578,0.015570043,0.10262194,5.0,0.3200412,59.75,0.9786337
TOR_210317_195021_KBMX_944886_B9.nc,TOR,1.0,944886,156425,30.445518,64.5,8.653545,-4.2393184,23.0,6.775302,52.125,0.9990639,15.84375,0.7076797,0.9925467,1.0517578,0.015886202,0.12582108,6.203125,0.38607115,59.75,0.9666213
TOR_210317_195654_KBMX_944886_B9.nc,TOR,1.0,944886,156425,31.115551,65.0,8.933817,-2.5946126,20.5,6.5569596,39.125,1.0735017,20.0,0.7459801,0.9922312,1.0517578,0.017653402,0.14603007,6.203125,0.41216737,59.75,0.8964816
TOR_210317_201024_KBMX_944922_B9.nc,TOR,1.0,944922,156425,31.403685,66.0,10.714209,1.2989573,25.0,5.833108,47.5,1.148479,20.0,0.8159589,0.99100673,1.0517578,0.024389727,0.18418348,6.8515625,0.45092067,59.75,0.9439046
TOR_210317_202345_KBMX_944937_B9.nc,TOR,1.0,944937,156425,30.835531,66.5,11.259783,5.3598843,31.125,5.3867393,52.0,1.1281102,20.0,0.8278627,0.99023193,1.0517578,0.024439696,0.19297746,6.0,0.47249496,59.75,0.96603423
TOR_210317_203017_KBMX_944937_B9.nc,TOR,1.0,944937,156425,30.345015,65.5,11.585322,7.9275255,37.875,4.953297,49.0,1.0598234,20.0,0.8430067,0.9894102,1.0517578,0.025253376,0.20323156,5.546875,0.49859944,59.75,0.95150584
TOR_210317_204441_KMOB_947195_N4.nc,TOR,1.0,947195,156735,26.539734,65.0,14.6067095,14.961587,43.875,4.8167953,38.375,0.8032547,20.0,1.1968987,0.98764676,1.0517578,0.043798707,0.26857084,7.453125,0.61852974,59.75,0.8917494
TOR_210317_204441_KMOB_947196_N4.nc,TOR,2.0,947196,156736,26.539734,65.0,14.6067095,14.961587,43.875,4.8167953,38.375,0.8032547,20.0,1.1968987,0.98764676,1.0517578,0.043798707,0.26857084,7.453125,0.61852974,59.75,0.8917494
TOR_210317_205044_KMOB_947196_N4.nc,TOR,2.0,947196,156736,27.028374,65.0,14.440803,15.6793585,43.375,4.9417763,38.375,0.78294986,20.0,1.182799,0.9876776,1.0517578,0.042119056,0.2632967,7.453125,0.60175735,59.75,0.8917494
TOR_210317_205625_KBMX_944958_F0.nc,TOR,1.0,944958,156425,24.856781,64.0,15.3089075,10.2187605,40.6875,6.677708,56.5,1.0245235,20.0,1.0373179,0.99026173,1.0517578,0.039513838,0.19734831,6.046875,0.44808128,59.75,0.98632604
TOR_210317_205627_KMOB_947196_N4.nc,TOR,2.0,947196,156736,27.630589,67.0,14.14763,16.312391,50.625,5.0759673,32.5,0.7464098,20.0,1.1610348,0.9870725,1.0517578,0.040444303,0.26260477,7.296875,0.62917465,59.75,0.8511237
TOR_210317_210211_KMOB_947196_N4.nc,TOR,2.0,947196,156736,27.813663,65.0,14.013153,16.734371,52.125,5.0701747,35.625,0.7170997,20.0,1.1720287,0.9863661,1.0517578,0.041159593,0.26340383,6.5,0.64329904,59.75,0.8735696
TOR_210317_210308_KBMX_944958_F0.nc,TOR,1.0,944958,156425,24.685759,64.0,14.761592,11.842429,43.125,6.7741117,49.5,0.9746584,20.0,1.0285963,0.9897134,1.0517578,0.041267123,0.17749016,4.296875,0.43842497,59.75,0.9539881
TOR_210317_210308_KBMX_944981_F0.nc,TOR,0.0,944981,156425,24.685759,64.0,14.761592,11.842429,43.125,6.7741117,49.5,0.9746584,20.0,1.0285963,0.9897134,1.0517578,0.041267123,0.17749016,4.296875,0.43842497,59.75,0.9539881
TOR_210317_210613_KPOE_948523_A3.nc,TOR,0.0,948523,156935,30.321268,70.5,11.987208,15.156427,77.8125,7.2363787,57.1875,0.36023903,20.0,1.0380113,0.96530324,1.0517578,0.048155304,0.24043679,6.296875,0.6715489,59.75,0.989283
TOR_210317_210755_KMOB_947196_N4.nc,TOR,2.0,947196,156736,27.543676,65.0,14.036527,17.13691,52.125,5.0165725,35.625,0.704429,20.0,1.1798202,0.9857467,1.0517578,0.042419482,0.2622758,6.546875,0.6589849,59.75,0.8735696
TOR_210317_210952_KBMX_945099_U3.nc,TOR,0.0,945099,156425,24.697126,66.5,12.673643,-17.74977,13.5,3.4365628,32.5,1.050185,20.0,1.1597166,0.98323995,1.0517578,0.042713724,0.16247047,7.046875,0.61939526,59.75,0.8511237
TOR_210317_211348_KMOB_947196_N4.nc,TOR,2.0,947196,156736,27.274193,65.0,14.086841,17.540108,55.375,4.973773,53.375,0.7053862,20.0,1.2011317,0.98405063,1.0517578,0.04491549,0.26373398,7.203125,0.6579083,59.75,0.97241515
TOR_210317_211936_KMOB_947196_N4.nc,TOR,2.0,947196,156736,27.258532,65.0,14.124671,18.142904,55.375,4.9782534,53.375,0.7276391,20.0,1.211507,0.98208106,1.0517578,0.045793872,0.26200688,7.203125,0.6664694,59.75,0.97241515
TOR_210317_212541_KMOB_947196_N4.nc,TOR,2.0,947196,156736,27.20124,64.0,14.080214,18.968786,52.875,4.9035277,42.0,0.725745,20.0,1.2378842,0.98033774,1.0517578,0.047338944,0.26081043,6.953125,0.6904745,59.75,0.9138178
TOR_210317_212541_KMOB_947197_N4.nc,TOR,2.0,947197,156736,27.20124,64.0,14.080214,18.968786,52.875,4.9035277,42.0,0.725745,20.0,1.2378842,0.98033774,1.0517578,0.047338944,0.26081043,6.953125,0.6904745,59.75,0.9138178
TOR_210317_212920_KBMX_945105_F0.nc,TOR,1.0,945105,156425,20.020153,64.5,16.903242,15.326483,49.6875,6.407099,42.6875,0.86469144,20.0,1.5990219,0.9725839,1.0517578,0.09768797,0.14495046,4.6484375,0.3907938,59.75,0.9177875
TOR_210317_213159_KMOB_945106_N4.nc,TOR,1.0,945106,156425,27.090445,62.5,13.928361,19.625736,54.1875,5.0166407,40.375,0.72218335,20.0,1.2724669,0.9775806,1.0517578,0.049901098,0.2554998,6.953125,0.7022522,59.75,0.9041706
TOR_210317_213159_KMOB_947197_N4.nc,TOR,2.0,947197,156736,27.093874,64.0,13.914953,19.610615,54.1875,5.0280104,40.375,0.72322196,20.0,1.2756443,0.97792244,1.0517578,0.049604096,0.2553765,6.953125,0.6957417,59.75,0.9041706
TOR_210317_213544_KBMX_945105_F0.nc,TOR,1.0,945105,156425,20.598854,64.5,16.552475,15.108309,50.6875,6.2457247,53.5,0.93396866,20.0,1.6813532,0.97573096,1.0517578,0.09413676,0.126325,4.6484375,0.3495573,59.75,0.972987
TOR_210317_213718_KMOB_945106_N4.nc,TOR,1.0,945106,156425,26.768919,61.5,13.724607,20.11112,60.875,5.481396,39.375,0.688894,20.0,1.2846202,0.9765537,1.0517578,0.05155425,0.24878818,7.546875,0.69961756,59.75,0.89803886
TOR_210317_213743_KLZK_948220_L2.nc,TOR,0.0,948220,156888,23.24364,59.5,9.3864765,-5.605129,29.125,5.055499,32.3125,0.26636806,20.0,0.8725265,0.9833048,1.0517578,0.03229565,0.061230298,4.25,0.25931796,59.75,0.8497091
TOR_210317_215505_KBMX_945109_P2.nc,TOR,0.0,945109,156425,27.167028,64.0,13.021466,-20.429058,16.5,5.30973,50.875,1.05629,20.0,1.3220243,0.97015893,1.0517578,0.05838331,0.19753364,9.6015625,0.6652496,59.75,0.96068674
TOR_210317_215505_KBMX_945111_F0.nc,TOR,0.0,945111,156425,24.079948,62.5,13.435923,16.870237,44.375,5.3623667,35.0,0.92877,20.0,1.2937495,0.9873292,1.0517578,0.06287947,0.11482721,4.1015625,0.37820056,59.75,0.86924225
TOR_210317_220137_KBMX_945111_F0.nc,TOR,0.0,945111,156425,24.568151,64.5,12.408143,17.35717,40.625,5.005601,50.125,0.884484,20.0,1.1197497,0.98948044,1.0517578,0.05201883,0.11851808,5.8515625,0.41655275,59.75,0.9570556
TOR_210317_221533_KBMX_945112_V2.nc,TOR,2.0,945112,156425,26.564468,64.5,11.821069,-18.324139,11.0,3.5803523,38.625,1.1696416,20.0,0.97845304,0.9876997,1.0517578,0.042664904,0.12438095,3.8515625,0.3536157,59.75,0.893337
TOR_210317_222231_KBMX_945112_V2.nc,TOR,2.0,945112,156425,25.075256,62.0,11.861728,-17.042059,11.5,3.9304574,35.125,1.0917934,20.0,1.0040361,0.98485553,1.0517578,0.05169711,0.10498725,3.1484375,0.2956221,59.75,0.8701139
TOR_210317_223040_KSGF_949238_S0.nc,TOR,1.0,949238,156969,19.24334,67.5,18.962864,-7.2251425,31.0,6.7534747,60.875,1.6357491,20.0,2.6214266,0.96502364,1.0517578,0.10085924,0.20868982,6.046875,0.57872504,59.75,1.0045606
TOR_210317_223618_KSGF_949238_S0.nc,TOR,1.0,949238,156969,18.957851,67.0,18.874453,-6.7663226,31.0,6.900191,50.625,1.694161,20.0,2.6922283,0.96518505,1.0517578,0.10226535,0.1959506,6.5,0.5458871,59.75,0.95948243
TOR_210317_224212_KSGF_949238_S0.nc,TOR,1.0,949238,156969,19.454744,68.0,18.855282,-6.1958675,33.0,7.238764,49.5,1.7885957,20.0,2.7146888,0.96474427,1.0517578,0.10231996,0.21568447,7.6484375,0.58045363,59.75,0.9539881
TOR_210317_224259_KBMX_945121_F0.nc,TOR,1.0,945121,156425,30.255116,63.0,11.800519,19.544275,47.125,5.3025517,39.375,1.0068663,20.0,0.895716,0.9830354,1.0517578,0.035684153,0.1621345,3.796875,0.39555192,59.75,0.89803886
TOR_210317_224832_KSGF_949238_S0.nc,TOR,1.0,949238,156969,19.1979,69.0,19.15813,-5.150696,34.875,7.468426,38.75,1.9288952,20.0,2.7742894,0.96213114,1.0517578,0.106545985,0.23110047,7.453125,0.60269755,59.75,0.89412695
TOR_210317_224957_KBMX_945121_F0.nc,TOR,1.0,945121,156425,29.842627,61.0,11.6834,20.184921,45.875,5.3947024,50.625,1.0034513,20.0,0.91169304,0.9809844,1.0517578,0.035893727,0.1663378,3.796875,0.42097852,59.75,0.95948243
TOR_210317_225514_KSGF_949238_S0.nc,TOR,1.0,949238,156969,20.241306,69.0,19.284716,-4.787906,34.875,7.5807076,39.5,1.9779195,20.0,2.7366552,0.9607575,1.0517578,0.107522234,0.26574263,7.6484375,0.66495794,59.75,0.8988138
TOR_210317_225654_KBMX_945121_F0.nc,TOR,1.0,945121,156425,29.984034,63.5,11.567517,20.677082,44.625,5.523465,27.125,1.0022137,20.0,0.93358785,0.97823316,1.0517578,0.03945561,0.16580705,6.5,0.4386094,59.75,0.806924
TOR_210317_230145_KSGF_949238_S0.nc,TOR,1.0,949238,156969,20.695168,68.5,19.601908,-5.2713385,24.0,7.588064,41.5,1.9546784,20.0,2.6550076,0.9614422,1.0517578,0.107715584,0.2847635,6.296875,0.6678408,59.75,0.91088974
TOR_210317_230352_KBMX_945121_F0.nc,TOR,1.0,945121,156425,30.136768,64.5,11.277965,20.980488,51.625,5.5830736,23.125,1.0094018,20.0,0.971853,0.97533226,1.0517578,0.042717494,0.15917963,5.3515625,0.43882018,59.75,0.76791793
TOR_210317_230817_KSGF_949238_S0.nc,TOR,1.0,949238,156969,18.92996,68.0,19.977522,-4.397218,28.0,7.896426,52.375,2.0229197,20.0,2.712277,0.9542504,1.0517578,0.1191832,0.28226587,6.3515625,0.66002566,59.75,0.967791
TOR_210317_231514_KSGF_949238_S0.nc,TOR,1.0,949238,156969,18.817436,68.0,20.348513,-3.8523116,38.25,8.287297,45.875,1.8895962,20.0,2.5320842,0.9519333,1.0517578,0.11935585,0.28818733,6.296875,0.6415084,59.75,0.9353941
TOR_210317_231613_KLIX_951180_N3.nc,TOR,0.0,951180,157343,25.501804,62.5,15.205523,12.385263,56.8125,7.851168,44.3125,0.60282916,20.0,1.1092169,0.9803003,1.0517578,0.049984906,0.2763535,6.953125,0.793816,59.75,0.9269217
TOR_210317_232144_KSGF_949240_S0.nc,TOR,1.0,949240,156969,19.468407,68.0,20.329134,-3.569251,31.375,8.302586,52.375,1.7877653,20.0,2.4039516,0.94979256,1.0517578,0.12009266,0.32097504,8.296875,0.7267674,59.75,0.967791
TOR_210317_232840_KSGF_949240_S0.nc,TOR,1.0,949240,156969,21.653036,68.0,19.780338,-4.1965556,30.25,8.021702,47.0,1.6984676,20.0,2.100256,0.9582266,1.0517578,0.10561811,0.35633475,7.5,0.8109037,59.75,0.94131744
TOR_210325_171348_KBMX_946864_L4.nc,TOR,3.0,946864,156666,19.03124,65.0,16.75191,-16.32714,11.5,5.7845054,45.125,1.8557843,20.0,2.9352968,0.95759404,1.0517578,0.12602717,0.17874898,6.3984375,0.5352979,59.75,0.93136394
TOR_210325_172045_KBMX_946864_L4.nc,TOR,3.0,946864,156666,20.896984,65.5,17.264223,-14.499352,13.5,6.1840525,36.625,1.6520331,20.0,2.5647752,0.9556002,1.0517578,0.12960574,0.2111738,6.6015625,0.5659076,59.75,0.8803379
TOR_210325_172743_KBMX_946864_L4.nc,TOR,3.0,946864,156666,23.16684,65.0,17.70244,-12.618452,16.0,6.5105085,45.125,1.5115786,20.0,2.287181,0.9538359,1.0517578,0.1329605,0.25176775,6.3984375,0.56855917,59.75,0.93136394
TOR_210325_175456_KBMX_946866_L4.nc,TOR,2.0,946866,156666,23.533281,65.0,19.628042,-1.0435492,80.5,6.7461987,77.0,1.0078087,20.0,2.168929,0.9251417,1.0517578,0.1620124,0.38001895,4.796875,0.63694626,59.75,1.0620111
TOR_210325_180139_KBMX_946866_L4.nc,TOR,2.0,946866,156666,24.156324,66.0,19.618093,2.1779792,80.5,6.426945,85.0,0.96495426,20.0,2.1345053,0.91634655,1.0517578,0.17162602,0.46781984,4.75,0.704066,59.75,1.0861778
TOR_210325_180812_KBMX_946866_L4.nc,TOR,2.0,946866,156666,24.798363,63.0,19.301897,6.138211,80.5,5.4518986,80.0,1.122916,20.0,2.1004658,0.91033196,1.0517578,0.17306487,0.5096034,4.046875,0.70009214,59.75,1.0713558
TOR_210325_180812_KBMX_946867_L4.nc,TOR,3.0,946867,156666,24.798363,63.0,19.301897,6.138211,80.5,5.4518986,80.0,1.122916,20.0,2.1004658,0.91033196,1.0517578,0.17306487,0.5096034,4.046875,0.70009214,59.75,1.0713558
TOR_210325_181436_KBMX_946867_L4.nc,TOR,3.0,946867,156666,25.596298,65.5,18.986055,9.125884,65.375,5.37386,82.875,1.3089061,20.0,2.1427574,0.90518606,1.0517578,0.17905082,0.5476926,4.8515625,0.7461551,59.75,1.0799879
TOR_210325_182059_KBMX_946867_L4.nc,TOR,3.0,946867,156666,24.79976,64.5,18.552338,12.063228,80.1875,5.5866685,79.875,1.4671222,20.0,2.28305,0.8928354,1.0517578,0.18887931,0.5201804,4.546875,0.7115713,59.75,1.0709735
TOR_210325_182722_KBMX_946865_R1.nc,TOR,0.0,946865,156666,9.811998,67.0,13.95458,-9.570983,33.1875,6.0561905,46.1875,0.7147217,20.0,1.8990968,0.96815896,1.0517578,0.11442295,0.04028601,4.1015625,0.20193303,59.75,0.9370539
TOR_210325_182722_KBMX_946867_L4.nc,TOR,3.0,946867,156666,24.566998,64.0,19.200142,12.1207695,80.1875,6.2695966,67.1875,1.6379316,20.0,2.397648,0.88699657,1.0517578,0.19177134,0.5579026,4.953125,0.7567242,59.75,1.0286828
TOR_210325_183345_KBMX_946867_L4.nc,TOR,3.0,946867,156666,21.88674,66.5,18.966648,12.935172,80.1875,6.4499598,68.25,1.7953212,20.0,2.6744194,0.87587214,1.0517578,0.1952816,0.4892758,5.5,0.71492034,59.75,1.032519
TOR_210325_183617_KGWX_946869_B0.nc,TOR,1.0,946869,156666,34.624184,64.5,13.244752,-20.44306,6.0,6.420519,52.375,1.3397741,19.5,0.84777164,0.9862416,1.0517578,0.022901006,0.46872124,7.546875,0.79359293,59.75,0.967791
TOR_210325_183617_KGWX_956037_B0.nc,TOR,0.0,956037,157344,34.76679,64.5,13.206728,-20.631521,6.0,6.4430475,37.25,1.3475858,20.0,0.84753114,0.98607856,1.0517578,0.023149237,0.4691939,7.546875,0.7910882,59.75,0.8844748
TOR_210325_184043_KBMX_946867_L4.nc,TOR,3.0,946867,156666,21.051283,66.5,18.651266,13.564673,47.125,6.2812295,68.25,1.6905316,20.0,2.6019723,0.8995834,1.0517578,0.17479809,0.44944313,5.203125,0.7475216,59.75,1.032519
TOR_210325_184317_KGWX_946869_B0.nc,TOR,1.0,946869,156666,34.194275,64.0,12.740478,-20.202332,6.5,6.73915,44.25,1.2427092,20.0,0.8064255,0.986911,1.0517578,0.020642675,0.41810304,7.546875,0.7195054,59.75,0.9265767
TOR_210325_184741_KBMX_946867_L4.nc,TOR,3.0,946867,156666,21.199568,66.5,18.435074,14.220945,52.1875,5.9795775,60.625,1.5259724,20.0,2.3980558,0.9243588,1.0517578,0.15523188,0.406557,5.203125,0.7320765,59.75,1.0035543
TOR_210325_185557_KBMX_946867_L4.nc,TOR,3.0,946867,156666,22.77283,64.0,17.587317,15.368324,53.0,5.5728745,68.25,1.1875328,20.0,1.9609053,0.95589364,1.0517578,0.11655135,0.36504725,4.6484375,0.71537834,59.75,1.032519
TOR_210325_190242_KBMX_946867_L4.nc,TOR,3.0,946867,156666,24.167086,64.0,16.623642,16.164644,49.1875,5.1079535,40.0,1.0498037,20.0,1.6012607,0.9726027,1.0517578,0.08510156,0.3259258,4.6015625,0.6767947,59.75,0.90188915
TOR_210325_190242_KBMX_946868_L4.nc,TOR,1.0,946868,156666,24.167086,64.0,16.623642,16.164644,49.1875,5.1079535,40.0,1.0498037,20.0,1.6012607,0.9726027,1.0517578,0.08510156,0.3259258,4.6015625,0.6767947,59.75,0.90188915
TOR_210325_193032_KBMX_946870_L4.nc,TOR,3.0,946870,156666,27.24949,62.0,14.754926,18.407679,49.625,5.3904243,38.0,1.0561419,20.0,1.1712192,0.9860328,1.0517578,0.03934147,0.2524751,4.953125,0.60537523,59.75,0.8893485
TOR_210325_193656_KBMX_946870_L4.nc,TOR,3.0,946870,156666,28.024244,62.0,14.143105,19.032509,64.6875,5.5582614,39.0,1.0829397,20.0,1.1305995,0.984076,1.0517578,0.037903834,0.2396161,5.546875,0.5904181,59.75,0.8956992
TOR_210325_194310_KBMX_946870_L4.nc,TOR,3.0,946870,156666,28.283699,65.0,13.4059925,20.137936,64.6875,5.8468823,43.6875,1.1075253,20.0,1.1154159,0.98092544,1.0517578,0.038940944,0.21748444,6.6484375,0.56193453,59.75,0.9234488
TOR_210325_195008_KBMX_946870_L4.nc,TOR,3.0,946870,156666,28.122307,65.0,13.113578,21.734915,64.6875,5.9444394,41.1875,1.0875766,20.0,1.0731018,0.9784556,1.0517578,0.03976696,0.20771389,5.546875,0.56830347,59.75,0.90904176
TOR_210325_195653_KBMX_946870_L4.nc,TOR,3.0,946870,156666,28.097944,65.0,13.10792,22.569292,59.1875,5.8201623,94.0,1.0604537,20.0,1.11072,0.9742816,1.0517578,0.043895587,0.2079378,6.0,0.59232044,59.75,1.110784
