beta,V,Force
0.6422845691382766,0.7151252758211307,2.2969189700017267
0.6523046092184368,0.6916243988153163,2.3922993313385543
0.6623246492985972,0.6672151540312974,2.4781754592917427
0.6723446893787575,0.6419943233871607,2.554244739855216
0.6823647294589177,0.6160615212488232,2.6202445906231553
0.6923847695390781,0.589518788768152,2.675953340369741
0.7024048096192383,0.5624701802374596,2.721190942567286
0.7124248496993988,0.5350213431296842,2.7558195218324584
0.722444889779559,0.5072790935119289,2.779743750869201
0.7324649298597194,0.4793509885315435,2.79291105769186
0.7424849699398797,0.45134489767876607,2.795311662687205
0.7525050100200401,0.42336857452794147,2.786978446117638
0.7625250501002003,0.3955292306506559,2.7679866474034083
0.7725450901803608,0.36793311337872203,2.7384533977686805
0.782565130260521,0.3406850890730396,2.6985370890464377
0.7925851703406812,0.31388823352589706,2.6484365816925592
0.8026052104208417,0.28764343108956725,2.5883902556533833
0.8126252505010019,0.2620489840831091,2.5186749087108273
0.8226452905811623,0.23720023398240692,2.439604507115112
0.8326653306613225,0.21318919584582063,2.3515287941477947
0.842685370741483,0.19010420736959927,2.2548317624132563
0.8527054108216432,0.16802959390374703,2.1499299969918173
0.8627254509018036,0.14704535069050423,2.037270895953458
0.8727454909819639,0.1272268435144078,1.9173307761174982
0.8827655310621243,0.10864452887523247,1.790612871901964
0.8927855711422845,0.09136369471341604,1.657645235626781
0.9028056112224447,0.07544422263206961,1.5189785479645388
0.9128256513026052,0.0609403724708273,1.3751838475899167
0.9228456913827654,0.04790058999488011,1.22685018931791
0.9328657314629258,0.036367338367980014,1.0745822402961207
0.9428857715430861,0.02637695398139198,0.9189978240052923
0.9529058116232465,0.017959527112055854,0.76072542201603
0.9629258517034067,0.011138807783057201,0.6004016435369116
0.9729458917835672,0.005932137098236875,0.43866867292271894
0.9829659318637274,0.0023504042208572005,0.27617170531362645
0.9929859719438878,0.0003980290640422561,0.11355638062954417
1.003006012024048,7.29706586667414e-05,-0.04853377396351138
1.0130260521042083,0.001366761062858254,-0.20945988295145235
1.0230460921843687,0.004264564576718732,-0.3685902328349425
1.033066132264529,0.008745261926644925,-0.5253027440883968
1.0430861723446894,0.01478155898613195,-0.6789873950830208
1.0531062124248496,0.022340119504546063,-0.8290485886085912
1.06312625250501,0.03138172122243833,-0.9749074518373978
1.0731462925851702,0.0418614346618752,-1.1160040607999244
1.0831663326653307,0.05372882379335859,-1.2517995811131555
1.093186372745491,0.06692816769749343,-1.3817783165094575
1.1032064128256511,0.08139870225999513,-1.505449657621116
1.1132264529058116,0.09707488086316192,-1.6223499237910664
1.1232464929859718,0.11388665296589201,-1.7320440907173105
1.1332665330661322,0.1317597593979536,-1.8341273978580983
1.1432865731462925,0.1506160431327357,-1.928226829647772
1.153306613226453,0.17037377424639633,-2.014002465089426
1.1633266533066131,0.1909479877203212,-2.0911486908914423
1.1733466933867736,0.2122508326983561,-2.1593952739804023
1.1833667334669338,0.23419193177046532,-2.218508289736354
1.1933867735470942,0.2566787488205187,-2.268290902776582
1.2034068136272544,0.2796169639478327,-2.3085839976122458
1.2134268537074147,0.30291085395007467,-2.339266657824801
1.223446893787575,0.3264636768391513,-2.360256491709678
1.2334669338677353,0.35017805885187386,-2.3715098044663208
1.2434869739478958,0.3739563824134583,-2.3730216163475593
1.253507014028056,0.39770117351430534,-2.364825527498282
1.2635270541082164,0.4213154869690161,-2.3469934305686557
1.2735470941883766,0.444703288041066,-2.3196350730975146
1.283567134268537,0.46776982893705177,-2.282897471575507
1.2935871743486973,0.49042201870068575,-2.236964180410417
1.3036072144288577,0.5125687850687429,-2.182054419341828
1.313627254509018,0.5341214268887182,-2.118422062669101
1.3236472945891782,0.554993955740931,-2.046354496043623
1.3336673346693386,0.5751034254559477,-1.9661713447360893
1.3436873747494988,0.5943702482713821,-1.8782230792435681
1.3537074148296593,0.6127184964300223,-1.782889504864382
1.3637274549098195,0.630076188083642,-1.6805781408668616
1.37374749498998,0.6463755564335656,-1.5717224963018859
1.3837675350701402,0.6615533011096382,-1.4567802502640779
1.3937875751503006,0.6755508208635875,-1.3362313434406303
1.4038076152304608,0.6883144267304134,-1.2105759891134493
1.4138276553106213,0.6997955348921454,-1.080332612202195
1.4238476953907815,0.7099508385617153,-0.9460357241364291
1.4338677354709417,0.7187424582904731,-0.8082337427439689
1.4438877755511021,0.7261380701906693,-0.6674867656930594
1.4539078156312624,0.7321110116536741,-0.52436430666436
1.4639278557114228,0.7366403642354794,-0.37944300336212317
1.473947895791583,0.7397110134727117,-0.23330430636847585
1.4839679358717435,0.7413136854846546,-0.0865321582166345
1.4939879759519037,0.7414449603092519,0.06028932793000762
1.504008016032064,0.7401072620133643,0.20657818131653014
1.5140280561122244,0.7373088257093301,0.35175686860511307
1.5240480961923848,0.7330636417007683,0.49525456232157866
1.5340681362725448,0.7273913770702031,0.6365093735638538
1.5440881763527052,0.7203172751091323,0.7749705405180051
1.5541082164328657,0.7118720330772713,0.9101005640554937
1.5641282565130261,0.7020916588615411,1.0413772823791856
1.5741482965931861,0.6910173071866054,1.1682958765635298
1.5841683366733466,0.6786950961071013,1.29037079954486
1.594188376753507,0.6651759045868537,1.4071376210900153
1.6042084168336674,0.6505151520419806,1.5181547815212857
1.6142284569138274,0.6347725607927114,1.6230052484300648
1.6242484969939879,0.6180119024326014,1.7212980691683197
1.6342685370741483,0.6003007291834636,1.812669814083012
1.6442885771543083,0.5817100913594767,1.8967859051532974
1.6543086172344688,0.5623142421144507,1.973341824967889
1.6643286573146292,0.5421903306918573,2.0420642017793256
1.6743486973947896,0.5214180854378558,2.102711767165699
1.6843687374749496,0.5000794878730574,2.155076182669413
1.69438877755511,0.47825843914893895,2.19898273265684
1.7044088176352705,0.4560404202397102,2.234290881564238
1.714428857715431,0.4335121472397805,2.2608946933844187
1.724448897795591,0.41076122315089975,2.278723112644765
1.7344689378757514,0.38787578755139634,2.287740106143854
1.7444889779559118,0.3649441655427553,2.2879446655132973
1.7545090180360718,0.342054517366037,2.279370671068315
1.7645290581162323,0.3192944900724465,2.262086618193271
1.7745490981963927,0.2967508726186824,2.2361952076804803
1.7845691382765532,0.27450925573863416,2.2018328023926115
1.7945891783567132,0.25265369791872666,2.1591687529770587
1.8046092184368736,0.2312663987746923,2.108404595178859
1.814629258517034,0.21042738109310935,2.0497731236981953
1.8246492985971945,0.19021418276165097,1.9835373455595604
1.8346693386773545,0.17070155976797313,1.9099893179649883
1.844689378757515,0.15196120139863206,1.8294488762116143
1.8547094188376754,0.1340614587166061,1.742262256541893
1.8647294589178354,0.11706708733910108,1.6488006197384883
1.8747494989979958,0.10103900547664471,1.5494584824388145
1.8847695390781563,0.08603406813022907,1.444652062031204
1.8947895791583167,0.07210485827567045,1.3348175420369035
1.9048096192384767,0.05929949579384322,1.2204092659565817
1.9148296593186371,0.04766146483213731,1.101897865910667
1.9248496993987976,0.03722946020679863,0.9797683345323659
1.934869739478958,0.0280372533779879,0.8545180478563077
1.944889779559118,0.0201135784498103,0.7266547467400102
1.9549098196392785,0.013482038566466951,0.5966944856940561
1.964929859719439,0.008161032993480394,0.4651595567807358
1.974949899799599,0.004163705089890965,0.33257639720954235
1.9849699398797593,0.0014979112938119554,0.19947348888175054
1.9949899799599198,0.00016621116006204173,0.06637925824165986
2.00501002004008,0.00016587840509808398,-0.06618001525192065
2.01503006012024,0.0014889328315006018,-0.19768227378899647
2.0250501002004007,0.004122192922122622,-0.3276117308621991
2.035070140280561,0.008047348813030483,-0.45546088789693084
2.0450901803607215,0.013241055274864374,-0.5807325100084907
2.0551102204408815,0.019675044254520095,-0.702941553227046
2.065130260521042,0.027316256453425114,-0.8216170357568455
2.0751503006012024,0.03612699134541117,-0.9363038460732941
2.0851703406813624,0.0460650749665912,-1.0465644810445789
2.095190380761523,0.057084044741967425,-1.1519807072007948
2.1052104208416833,0.06913335054898978,-1.2521551393272767
2.1152304609218437,0.08215857115722414,-1.3467127301276804
2.1252505010020037,0.09610164512586072,-1.4353021653069895
2.135270541082164,0.11090111518723343,-1.5175971594671986
2.1452905811623246,0.12649238509502292,-1.5932976475854785
2.155310621242485,0.14280798787057813,-1.6621308677161604
2.165330661322645,0.15977786433990693,-1.7238523317919527
2.1753507014028055,0.17732965081761895,-1.7782466801119499
2.185370741482966,0.19538897476242856,-1.8251284173029234
2.195390781563126,0.21387975720201885,-1.8643425273676126
2.2054108216432864,0.23272452070304084,-1.895764965163804
2.215430861723447,0.25184470164498324,-1.9193030235564732
2.2254509018036073,0.27116096554459374,-1.9348955752784833
2.2354709418837673,0.2905935241704337,-1.9425131882605526
2.2454909819639277,0.3100624531851451,-1.9421581155892873
2.255511022044088,0.32948800905592823,-1.9338641597838044
2.2655310621242486,0.3487909439817006,-1.9176964127537441
2.2755511022044086,0.36789281759824116,-1.8937508730471062
2.285571142284569,0.3867163042403404,-1.8621539421614928
2.2955911823647295,0.4051854945624407,-1.8230618026193743
2.3056112224448895,0.42322619034639886,-1.7766596805940391
2.31563126252505,0.4407661913566287,-1.723160996533468
2.3256513026052104,0.4577355731389314,-1.6628064075430158
2.335671342685371,0.47406695469960264,-1.595862745884524
2.345691382765531,0.4896957550456816,-1.5226218579383886
2.3557114228456912,0.5045604376154155,-1.443399348977081
2.3657314629258517,0.5186027416797949,-1.3585332387600066
2.375751503006012,0.5317678998512997,-1.2683825339032673
2.385771543086172,0.5440048408944241,-1.173325722780838
2.3957915831663326,0.5552663770939588,-1.0737591993714712
2.405811623246493,0.5655093755011079,-0.970095622626621
2.415831663326653,0.5746949124440706,-0.8627622177403981
2.4258517034068134,0.5827884107583988,-0.7521990268988253
2.435871743486974,0.5897597592630328,-0.638857116114222
2.4458917835671343,0.5955834140801004,-0.523196745494392
2.4559118236472943,0.6002384814700241,-0.40568551072373
2.4659318637274548,0.6037087819279867,-0.2867964626118713
2.475951903807615,0.605982895362981,-0.16700621281451333
2.4859719438877756,0.6070541872562759,-0.0467930329539623
2.4959919839679356,0.6069208157718353,0.07336504527777343
2.506012024048096,0.6055857198667346,0.19299212138945696
2.5160320641282565,0.6030565885246387,0.3116163013905382
2.5260521042084165,0.5993458113096389,0.4287715497430788
2.536072144288577,0.5944704105108919,0.5439995106937268
2.5460921843687374,0.5884519552203069,0.6568512919247205
2.556112224448898,0.5813164577556621,0.766889203662746
2.566132264529058,0.573094252909772,0.873688446317855
2.5761523046092183,0.56381986057239,0.9768387406461353
2.5861723446893787,0.553531832335158,1.07594589358051
2.596192384769539,0.5422725827508789,1.170633294278467
2.606212424849699,0.5300882059764365,1.2605433348245043
2.6162324649298596,0.5170282785836496,1.3453387493755908
2.62625250501002,0.5031456493739495,1.4247038681969302
2.63627254509018,0.48849621708086055,1.498345780764909
2.6462925851703405,0.4731386968886972,1.5659954039987098
2.656312625250501,0.4571343767364422,1.62740845226772
2.6663326653306614,0.4405468644122984,1.6823663053194824
2.6763527054108214,0.4234418264768914,1.7306767707642166
2.686372745490982,0.405886720081251,1.7721747390953
2.6963927855711423,0.38795051876958203,1.8067227293611097
2.7064128256513023,0.36970343337627876,1.8342113223990262
2.7164328657314627,0.3512166291416213,1.8545594819369124
2.726452905811623,0.3325619401810614,1.8677147618273435
2.7364729458917836,0.31381158244893964,1.873653399248054
2.7464929859719436,0.2950378663388826,1.872380293904685
2.756513026052104,0.27631291005996694,1.8639288744071167
2.7665330661322645,0.25770835492016697,1.8483608513891745
2.776553106212425,0.23929508363646382,1.825765860095918
2.786573146292585,0.2211429427745691,1.796260994332832
2.7965931863727453,0.20332047040046042,1.7599902326762005
2.806613226452906,0.1858946300009632,1.7171237609775456
2.816633266533066,0.16893055170153815,1.6678571943137819
2.8266533066132262,0.15249128177648621,1.6124107004980568
2.8366733466933867,0.1366375414099527,1.5510280303651645
2.846693386773547,0.12142749562563196,1.4839754589511531
2.856713426853707,0.10691653325920997,1.4115406409609397
2.8667334669338675,0.09315705880032085,1.3340313866030962
2.876753507014028,0.0801982968805292,1.2517743628710776
2.8867735470941884,0.0680861101306766,1.1651137246479482
2.8967935871743484,0.05686283107511708,1.0744096824832905
2.906813627254509,0.04656710867213206,0.9800370127703572
2.9168336673346693,0.03723377004940104,0.8823835156473308
2.9268537074148293,0.028893697921061348,0.7818484278639473
2.9368737474949898,0.021573724108868323,0.6788407968751422
2.94689378757515,0.015296539524530512,0.5737778221862402
2.9569138276553106,0.010080620903705085,0.46708317131645066
2.9669338677354706,0.005940174514668358,0.3591852769986841
2.976953907815631,0.002885096996583468,0.250515622034664
2.9869739478957915,0.0009209534138756284,0.14150701913538677
2.996993987975952,4.8972544712535146e-05,0.03259189238894361
3.007014028056112,0.0002660593533078084,-0.07579943298749132
3.0170340681362724,0.0015648245279419792,-0.18324042562755954
3.027054108216433,0.0039336308995110555,-0.2893100212722141
3.037074148296593,0.007356656489337325,-0.39359426765332367
3.0470941883767533,0.011813973870153883,-0.4956879346106751
3.0571142284569137,0.017281645460860275,-0.5951960833966776
3.067134268537074,0.023731834314102404,-0.6917355887448364
3.077154308617234,0.031132929896151042,-0.7849366082543495
3.0871743486973946,0.0394496883012214,-0.8744439932515529
3.097194388777555,0.04864338628746359,-0.9599186358531796
3.1072144288577155,0.058671988469595024,-1.041038747175843
3.1172344689378755,0.06949032695372043,-1.1175010616974734
3.127254509018036,0.0810502926535089,-1.1890219639557054
3.1372745490981964,0.0933010374836673,-1.2553385321946442
3.1472945891783564,0.10618918658684438,-1.3162094966726046
3.157314629258517,0.11965905971374588,-1.3714161081201934
3.1673346693386772,0.13365290084350598,-1.420762913235951
3.1773547094188377,0.14811111510243355,-1.4640784355271494
3.1873747494989977,0.16297251201410637,-1.501215758203944
3.197394789579158,0.17817455409258917,-1.5320530071319391
3.2074148296593186,0.19365360977335383,-1.5564937334525129
3.217434869739479,0.20934520966336317,-1.574467193667106
3.227454909819639,0.22518430508265827,-1.5859285266359155
3.2374749498997994,0.24110552786488018,-1.5908588276186684
3.24749498997996,0.2570434503832768,-1.5892651196669492
3.25751503006012,0.27293284477199387,-1.5811802217241542
3.2675350701402803,0.28870894031975664,-1.5666625155147382
3.2775551102204408,0.3043076780243726,-1.5457956126202486
3.287575150300601,0.3196659613117716,-1.5186879221557035
3.297595190380761,0.33472190194246654,-1.485472122489395
3.3076152304609217,0.34941506015127866,-1.4463045393264815
3.317635270541082,0.3636866780928128,-1.4013644319521565
3.3276553106212425,0.37747990569537876,-1.3508531918865474
3.3376753507014025,0.3907400180596889,-1.2949934575734456
3.347695390781563,0.40341462357561025,-1.2340281476425075
3.3577154308617234,0.4154538619702446,-1.1682194183376682
3.3677354709418834,0.42681059154368967,-1.0978475490641681
3.377755511022044,0.43744056489453836,-1.023209760148136
3.3877755511022043,0.44730259248556203,-0.9446189685513583
3.3977955911823647,0.45635869345076696,-0.8624024867009971
3.4078156312625247,0.46457423309787477,-0.7769006689639645
3.417835671342685,0.47191804661516323,-0.6884655122552096
3.4278557114228456,0.4783625485481586,-0.5974592163116021
3.437875751503006,0.4838838276697405,-0.5042527089355042
3.447895791583166,0.4884617269265507,-0.4092241427222642
3.4579158316633265,0.49207990820493464,-0.31275736956937195
3.467935871743487,0.49472590172076497,-0.21524039813536341
3.477955911823647,0.49639113989914657,-0.1170638413983127
3.4879759519038074,0.49707097567192865,-0.018619360056537637
3.497995991983968,0.4967646851829271,0.0797018920528636
3.508016032064128,0.4954754549525144,0.1775108143198256
3.5180360721442883,0.49321035361454907,0.2744218913386387
3.5280561122244487,0.4899802883992335,0.3700547046320279
3.538076152304609,0.4857999465951758,0.46403541811568244
3.5480961923847696,0.4806877222824583,0.5559982315495038
3.55811623246493,0.47466562868565204,0.6455867964771933
3.5681362725450896,0.4677591965512431,0.7324555889365313
3.57815631262525,0.45999735900763916,0.8162712338943833
3.5881763527054105,0.45141232341760706,0.8967137763604692
3.598196392785571,0.44203943078242736,0.9734778940756471
3.6082164328657313,0.4319170033041104,1.046274047855622
3.618236472945892,0.42108618075644866,1.1148295642859907
3.6282565130260522,0.4095907463573937,1.178889647857062
3.6382765531062127,0.3974769428740282,1.238218317786699
3.6482965931863722,0.38479327972713084,1.2925992672552233
3.6583166332665327,0.37159033189491003,1.3418366404865933
3.668336673346693,0.3579205314447497,1.3857557266711005
3.6783567134268536,0.3438379525476349,1.424203566641191
3.688376753507014,0.329398090852366,1.457049471539906
3.6983967935871744,0.31465763811544567,1.4841854508340633
3.708416833667335,0.29967425299772377,1.5055265493807422
3.7184368737474944,0.2845063289504387,1.521011091171198
3.728456913827655,0.26921276012109224,1.5306008305931982
3.7384769539078153,0.25385270621374456,1.5342810100599233
3.7484969939879758,0.23848535723868025,1.5320603243121342
3.758517034068136,0.2231696990831331,1.5239707924288857
3.7685370741482966,0.20796428082774318,1.510067537756343
3.778557114228457,0.192926984722845,1.4904284771202756
3.7885771543086166,0.178114799724474,1.465153921186013
3.798597194388777,0.1635835994722975,1.4343660882293328
3.8086172344689375,0.14938792557057587,1.3982085321162516
3.818637274549098,0.13558077700880042,1.3568454891366155
3.8286573146292584,0.12221340653101782,1.3104611450931447
3.838677354709419,0.10933512473211765,1.2592588262520799
3.8486973947895793,0.09699311262563877,1.2034601179225501
3.8587174348697397,0.08523224339115659,1.1433039145782031
3.8687374749498993,0.07409491397012707,1.0790454046533116
3.8787575150300597,0.06362088713742196,1.0109549952425079
3.88877755511022,0.053847144631803255,0.9393171810968131
3.8987975951903806,0.04480775188246762,0.8644293618395581
3.908817635270541,0.036533734820758175,0.7866006131306001
3.9188376753507015,0.029052969216335784,0.7061504167179404
3.928857715430862,0.0223900829257629,0.6234073539133911
3.9388777555110215,0.01656637138880364,0.5387077686458754
3.948897795591182,0.011599726653943853,0.45239440498359007
3.9589178356713424,0.007504580159970412,0.3648150248101913
3.968937875751503,0.004291859445075917,0.2763210111017804
3.9789579158316633,0.0019689588991451358,0.18726596261397185
3.9889779559118237,0.000539724618828595,0.09800428521551272
3.998997995991984,4.453368939356824e-06,0.00888978579910949
4.009018036072144,0.00035990559786046577,-0.07972572583141786
4.019038076152304,0.0015993323992262273,-0.16749382162634802
4.029058116232465,0.0037125162573651118,-0.25407082098103345
4.039078156312625,0.0066858253600820105,-0.3391191321824426
4.0490981963927855,0.010502281209514804,-0.42230856444240916
4.059118236472946,0.01514163921024017,-0.503317605242328
4.069138276553106,0.020580481863714004,-0.5818346584068185
4.079158316633267,0.026792324149719958,-0.6575592378313052
4.089178356713426,0.033747730628925623,-0.7302031125068497
4.099198396793587,0.04141444375612388,-0.7994913984524231
4.109218436873747,0.04975752285138819,-0.865163593439383
4.119238476953908,0.058739493136408874,-0.9269745506516879
4.129258517034068,0.06832050420578813,-0.9846953876388452
4.1392785571142285,0.0784584972682641,-1.0381143274160176
4.149298597194389,0.08910938046075803,-1.0870374680747863
4.1593186372745485,0.10022721150898872,-1.1312894791115635
4.169338677354709,0.11176438698221679,-1.170714221043062
4.179358717434869,0.12367183736657883,-1.205175286741328
4.18937875751503,0.13589922716155817,-1.234556462433034
4.19939879759519,0.14839515918742915,-1.2587621071161181
4.209418837675351,0.16110738227808255,-1.2777174485306686
4.219438877755511,0.17398300152355325,-1.2913687959970055
4.229458917835671,0.1869686902198241,-1.299683668462559
4.239478957915831,0.20001090268008034,-1.302650838268249
4.249498997995992,0.21305608706155024,-1.3002802905434652
4.259519038076152,0.22605089736544343,-1.2926030990165205
4.2695390781563125,0.23894240377406667,-1.2796712182974734
4.279559118236473,0.25167830049917805,-1.2615571950286286
4.289579158316633,0.26420711032878025,-1.2383537981802695
4.299599198396794,0.2764783850758598,-1.2101735711256278
4.309619238476953,0.2884429011520078,-1.1771483066497224
4.319639278557114,0.3000528495112551,-1.1394284488180917
4.329659318637274,0.31126201923474905,-1.0971824222855142
4.339679358717435,0.32202597405500866,-1.0505958940920657
4.349699398797595,0.33230222114923613,-0.99987096954246
4.359719438877756,0.34205037156444246,-0.9452253264763398
4.369739478957916,0.351232291672832,-0.8868912913323478
4.379759519038076,0.35981224509379156,-0.8251148608584556
4.389779559118236,0.36775702455883996,-0.760154673715152
4.3997995991983965,0.37503607323775856,-0.6922809360682124
4.409819639278557,0.38162159508782917,-0.6217743057340686
4.419839679358717,0.3874886538332479,-0.5489247394102614
4.429859719438878,0.39261526022840315,-0.4740303077094276
4.439879759519038,0.39698244730644966,-0.39739598276244953
4.449899799599198,0.4005743333633755,-0.31933240350334735
4.459919839679358,0.403378172477293,-0.24015462319615374
4.469939879759519,0.40538439241284085,-0.1601808448353781
4.479959919839679,0.4065866198111123,-0.0797311487887864
4.48997995991984,0.4069816926162542,0.000873781585974953
4.5,0.4065696597405991,0.08131393186561198
