layer,L,T,log_L,log_T,alpha_true,c_true
0,13.949507939624207,199.3977211178999,1.144558888407109,2.2997201905274096,2.0,1.0
0,13.949507939624207,212.47446548141363,1.144558888407109,2.327306745365887,2.0,1.0
0,13.949507939624207,216.4960832314115,1.144558888407109,2.3354500436622616,2.0,1.0
0,13.949507939624207,219.17939599441442,1.144558888407109,2.3407997257862974,2.0,1.0
0,13.949507939624207,184.67170999764713,1.144558888407109,2.2664003706273963,2.0,1.0
0,13.949507939624207,181.55083553860538,1.144558888407109,2.258998251976373,2.0,1.0
0,13.949507939624207,221.31451867057308,1.144558888407109,2.345009905439627,2.0,1.0
0,13.949507939624207,189.08427596828764,1.144558888407109,2.276655414915171,2.0,1.0
0,13.949507939624207,160.69939701550982,1.144558888407109,2.2060142471844517,2.0,1.0
0,13.949507939624207,164.16883613620135,1.144558888407109,2.2152907192962346,2.0,1.0
0,13.949507939624207,169.51995120194653,1.144558888407109,2.229220818686643,2.0,1.0
0,13.949507939624207,209.65484443671315,1.144558888407109,2.3215049019784373,2.0,1.0
0,13.949507939624207,198.79066361465664,1.144558888407109,2.298395983502686,2.0,1.0
0,13.949507939624207,215.8235708091363,1.144558888407109,2.3340988736802144,2.0,1.0
0,13.949507939624207,182.50919805422345,1.144558888407109,2.26128475681184,2.0,1.0
0,13.949507939624207,199.27174035547995,1.144558888407109,2.299445713763807,2.0,1.0
0,13.949507939624207,213.73288364483648,1.144558888407109,2.3298713452189723,2.0,1.0
0,13.949507939624207,185.76575309346399,1.144558888407109,2.2689656525347632,2.0,1.0
0,13.949507939624207,208.38863099695763,1.144558888407109,2.3188740215854025,2.0,1.0
0,13.949507939624207,176.19645213207718,1.144558888407109,2.2459971592691383,2.0,1.0
0,13.949507939624207,184.27521835494338,1.144558888407109,2.2654669344846736,2.0,1.0
0,13.949507939624207,183.75949034592946,1.144558888407109,2.2642497776796913,2.0,1.0
0,13.949507939624207,162.63566616390708,1.144558888407109,2.211215792916149,2.0,1.0
0,13.949507939624207,209.334686325573,1.144558888407109,2.320841196000805,2.0,1.0
0,13.949507939624207,181.35893211382495,1.144558888407109,2.2585389498928405,2.0,1.0
0,13.949507939624207,194.9537959826113,1.144558888407109,2.28993169583717,2.0,1.0
0,13.949507939624207,209.13928550902992,1.144558888407109,2.320435619987657,2.0,1.0
0,13.949507939624207,208.06866499763558,1.144558888407109,2.318206680676354,2.0,1.0
0,13.949507939624207,215.01251491616964,1.144558888407109,2.3324637389893392,2.0,1.0
0,13.949507939624207,191.7352753305222,1.144558888407109,2.282702021443716,2.0,1.0
0,13.949507939624207,182.61748552349368,1.144558888407109,2.2615423586462575,2.0,1.0
0,13.949507939624207,192.27578802551483,1.144558888407109,2.2839245999486404,2.0,1.0
0,13.949507939624207,151.07679805379738,1.144558888407109,2.17919777174522,2.0,1.0
0,13.949507939624207,156.6198604224849,1.144558888407109,2.19484683259421,2.0,1.0
0,13.949507939624207,159.57013239920818,1.144558888407109,2.2029516053850546,2.0,1.0
0,13.949507939624207,167.5532891521395,1.144558888407109,2.224152957665791,2.0,1.0
0,13.949507939624207,206.61447207719746,1.144558888407109,2.315160737915187,2.0,1.0
0,13.949507939624207,169.87563503212007,1.144558888407109,2.2301310932309413,2.0,1.0
0,19.45887717576389,357.7671546917907,1.2891177768142181,2.553600467056174,2.0,1.0
0,19.45887717576389,460.12168940370617,1.2891177768142181,2.6628727056975925,2.0,1.0
0,19.45887717576389,358.9442759885802,1.2891177768142181,2.555027032118499,2.0,1.0
0,19.45887717576389,422.941591216753,1.2891177768142181,2.6262803948838855,2.0,1.0
0,19.45887717576389,329.16663108488393,1.2891177768142181,2.5174158026330953,2.0,1.0
0,19.45887717576389,367.15757601072505,1.2891177768142181,2.5648524939647976,2.0,1.0
0,19.45887717576389,328.35766086870075,1.2891177768142181,2.5163471532083284,2.0,1.0
0,19.45887717576389,359.8732156342907,1.2891177768142181,2.556149524521491,2.0,1.0
0,19.45887717576389,429.5134140126101,1.2891177768142181,2.632976731707858,2.0,1.0
0,19.45887717576389,292.2205100088835,1.2891177768142181,2.4657106943877523,2.0,1.0
0,19.45887717576389,404.14361543588694,1.2891177768142181,2.606535722308477,2.0,1.0
0,19.45887717576389,392.39425713881553,1.2891177768142181,2.5937226426651643,2.0,1.0
0,19.45887717576389,346.3619264866827,1.2891177768142181,2.5395301465511095,2.0,1.0
0,19.45887717576389,304.8128780846448,1.2891177768142181,2.484033311627372,2.0,1.0
0,19.45887717576389,382.7668963478392,1.2891177768142181,2.582934370705816,2.0,1.0
0,19.45887717576389,349.73749040312,1.2891177768142181,2.543742189365274,2.0,1.0
0,19.45887717576389,392.09657871383496,1.2891177768142181,2.5933930528276616,2.0,1.0
0,19.45887717576389,379.8910776392819,1.2891177768142181,2.579659093561223,2.0,1.0
0,19.45887717576389,481.48428143486143,1.2891177768142181,2.6825821136879036,2.0,1.0
0,19.45887717576389,365.2943284290678,1.2891177768142181,2.5626429293948325,2.0,1.0
0,19.45887717576389,324.7585970802831,1.2891177768142181,2.5115606566353126,2.0,1.0
0,19.45887717576389,388.9683964486818,1.2891177768142181,2.589914316478621,2.0,1.0
0,19.45887717576389,391.35154754067383,1.2891177768142181,2.592567055511329,2.0,1.0
0,19.45887717576389,464.2786395676839,1.2891177768142181,2.6667787031981938,2.0,1.0
0,19.45887717576389,429.17872428620296,1.2891177768142181,2.632638184509844,2.0,1.0
0,19.45887717576389,399.46949761294417,1.2891177768142181,2.6014836233893766,2.0,1.0
0,19.45887717576389,471.58633183027285,1.2891177768142181,2.673561209279896,2.0,1.0
0,19.45887717576389,316.80685370106573,1.2891177768142181,2.500794568411006,2.0,1.0
0,19.45887717576389,344.000813466784,1.2891177768142181,2.536559469559082,2.0,1.0
0,19.45887717576389,329.51450057900087,1.2891177768142181,2.5178745308659267,2.0,1.0
0,19.45887717576389,357.1426499063972,1.2891177768142181,2.552841716653085,2.0,1.0
0,19.45887717576389,308.0012464492828,1.2891177768142181,2.4885524740489835,2.0,1.0
0,19.45887717576389,416.4970563663939,1.2891177768142181,2.6196119363350046,2.0,1.0
0,19.45887717576389,366.23432011688595,1.2891177768142181,2.563759039962888,2.0,1.0
0,19.45887717576389,303.683429299988,1.2891177768142181,2.4824210949807752,2.0,1.0
0,19.45887717576389,325.1445620794343,1.2891177768142181,2.512076494992715,2.0,1.0
0,19.45887717576389,396.87994488798637,1.2891177768142181,2.598659153720618,2.0,1.0
0,19.45887717576389,429.37288499826315,1.2891177768142181,2.632834615164392,2.0,1.0
0,19.45887717576389,510.8706289116174,1.2891177768142181,2.7083109348445618,2.0,1.0
0,19.45887717576389,586.2147100742187,1.2891177768142181,2.768056712130234,2.0,1.0
0,19.45887717576389,402.9321425514781,1.2891177768142181,2.605231913146499,2.0,1.0
0,19.45887717576389,326.4171073717277,1.2891177768142181,2.513772911854023,2.0,1.0
0,19.45887717576389,275.0078959782056,1.2891177768142181,2.4393451633958425,2.0,1.0
0,19.45887717576389,394.1625829893783,1.2891177768142181,2.595675395254163,2.0,1.0
0,19.45887717576389,335.17929168456686,1.2891177768142181,2.5252771788575874,2.0,1.0
0,19.45887717576389,355.77665592849667,1.2891177768142181,2.551177448711263,2.0,1.0
0,19.45887717576389,345.4307649186025,1.2891177768142181,2.5383610142950888,2.0,1.0
0,19.45887717576389,370.73522146976404,1.2891177768142181,2.5690638478675005,2.0,1.0
0,19.45887717576389,444.3016779858121,1.2891177768142181,2.6476779534357906,2.0,1.0
0,19.45887717576389,387.6737119049185,1.2891177768142181,2.5884663525632847,2.0,1.0
0,27.144176165949066,719.4807774766324,1.433676665221327,2.8570191952881254,2.0,1.0
0,27.144176165949066,630.7925042552831,1.433676665221327,2.7998865239404576,2.0,1.0
0,27.144176165949066,573.1357463708506,1.433676665221327,2.7582574961692656,2.0,1.0
0,27.144176165949066,684.9726076722972,1.433676665221327,2.8356732042301855,2.0,1.0
0,27.144176165949066,730.886113700681,1.433676665221327,2.8638497106861927,2.0,1.0
0,27.144176165949066,960.5581502884716,1.433676665221327,2.9825236613215695,2.0,1.0
0,27.144176165949066,751.3459613342603,1.433676665221327,2.8758399563138934,2.0,1.0
0,27.144176165949066,853.8332880514763,1.433676665221327,2.9313730824604964,2.0,1.0
0,27.144176165949066,683.639474939324,1.433676665221327,2.8348271319500338,2.0,1.0
0,27.144176165949066,616.8238384313444,1.433676665221327,2.7901611495745686,2.0,1.0
0,27.144176165949066,637.502067834467,1.433676665221327,2.8044815978081763,2.0,1.0
0,27.144176165949066,660.8594106634617,1.433676665221327,2.8201090787486107,2.0,1.0
0,27.144176165949066,1013.9364350810065,1.433676665221327,3.0060107293968565,2.0,1.0
0,27.144176165949066,651.3955316056349,1.433676665221327,2.8138447750982563,2.0,1.0
0,27.144176165949066,835.5568723728231,1.433676665221327,2.921976015590376,2.0,1.0
0,27.144176165949066,643.4767901939425,1.433676665221327,2.8085328867921033,2.0,1.0
0,27.144176165949066,847.3052225621511,1.433676665221327,2.928039883289845,2.0,1.0
0,27.144176165949066,780.6037665550945,1.433676665221327,2.8924306425001194,2.0,1.0
0,27.144176165949066,719.6963236821925,1.433676665221327,2.8571492842511788,2.0,1.0
0,27.144176165949066,732.3149317761383,1.433676665221327,2.864697889417296,2.0,1.0
0,27.144176165949066,667.8789073685291,1.433676665221327,2.8246977280011842,2.0,1.0
0,27.144176165949066,787.7933940959127,1.433676665221327,2.8964123347877697,2.0,1.0
0,27.144176165949066,688.1986370966682,1.433676665221327,2.8377138082122837,2.0,1.0
0,27.144176165949066,613.0730951201126,1.433676665221327,2.787512257413714,2.0,1.0
0,27.144176165949066,608.2794504824589,1.433676665221327,2.7841031449310787,2.0,1.0
0,27.144176165949066,756.1299271196108,1.433676665221327,2.8785964274891374,2.0,1.0
0,27.144176165949066,933.7313130843056,1.433676665221327,2.970221923304763,2.0,1.0
0,27.144176165949066,754.702609582986,1.433676665221327,2.8777758516815153,2.0,1.0
0,27.144176165949066,723.810259921765,1.433676665221327,2.85962473488689,2.0,1.0
0,27.144176165949066,769.0830460706796,1.433676665221327,2.885973237724618,2.0,1.0
0,27.144176165949066,896.2552918038999,1.433676665221327,2.9524317329095506,2.0,1.0
0,27.144176165949066,761.4560154261932,1.433676665221327,2.8816448219079223,2.0,1.0
0,27.144176165949066,692.7616151982741,1.433676665221327,2.840583816120423,2.0,1.0
0,27.144176165949066,869.8043849942709,1.433676665221327,2.9394215927682854,2.0,1.0
0,27.144176165949066,785.7498625846343,1.433676665221327,2.8952843137383097,2.0,1.0
0,27.144176165949066,927.6814732406806,1.433676665221327,2.9673988833737113,2.0,1.0
0,27.144176165949066,757.3384146287281,1.433676665221327,2.879289986189672,2.0,1.0
0,27.144176165949066,613.1776390078716,1.433676665221327,2.7875863088820094,2.0,1.0
0,27.144176165949066,600.1029087768248,1.433676665221327,2.7782257318530195,2.0,1.0
0,27.144176165949066,943.8471398028514,1.433676665221327,2.9749016640908508,2.0,1.0
0,27.144176165949066,954.2015267780662,1.433676665221327,2.9796401071199505,2.0,1.0
0,27.144176165949066,717.2304180299041,1.433676665221327,2.855658699884017,2.0,1.0
0,27.144176165949066,695.6501923930264,1.433676665221327,2.842390909576957,2.0,1.0
0,27.144176165949066,917.3982539118051,1.433676665221327,2.962557909202123,2.0,1.0
0,27.144176165949066,624.0735204840348,1.433676665221327,2.795235755803708,2.0,1.0
0,27.144176165949066,644.2687689820203,1.433676665221327,2.809067079371315,2.0,1.0
0,27.144176165949066,811.4510414687898,1.433676665221327,2.909262321991748,2.0,1.0
0,27.144176165949066,694.4597926702447,1.433676665221327,2.841647106334353,2.0,1.0
0,27.144176165949066,736.2404435740384,1.433676665221327,2.8670196706746185,2.0,1.0
0,27.144176165949066,718.9620683756133,1.433676665221327,2.8567059781023336,2.0,1.0
0,37.864790094146485,1508.2110620652502,1.5782355536284363,3.178462121823026,2.0,1.0
0,37.864790094146485,1770.7626300954473,1.5782355536284363,3.2481603481189922,2.0,1.0
0,37.864790094146485,1453.3565961489091,1.5782355536284363,3.1623721860385445,2.0,1.0
0,37.864790094146485,1579.1375728497185,1.5782355536284363,3.198419966947409,2.0,1.0
0,37.864790094146485,1054.1789567549022,1.5782355536284363,3.022914342692407,2.0,1.0
0,37.864790094146485,1423.3030738616112,1.5782355536284363,3.153297387288063,2.0,1.0
0,37.864790094146485,1263.3962085771,1.5782355536284363,3.101539569252575,2.0,1.0
0,37.864790094146485,1194.1875503622862,1.5782355536284363,3.077072539264833,2.0,1.0
0,37.864790094146485,1256.795445434629,1.5782355536284363,3.099264598172757,2.0,1.0
0,37.864790094146485,1363.656265570211,1.5782355536284363,3.1347049122712387,2.0,1.0
0,37.864790094146485,1644.889848220705,1.5782355536284363,3.216136820272829,2.0,1.0
0,37.864790094146485,1175.0716581463166,1.5782355536284363,3.07006435153423,2.0,1.0
0,37.864790094146485,1440.3451364256978,1.5782355536284363,3.1584665704878048,2.0,1.0
0,37.864790094146485,1333.307402388331,1.5782355536284363,3.124930290276423,2.0,1.0
0,37.864790094146485,1364.9763123541613,1.5782355536284363,3.135125114744438,2.0,1.0
0,37.864790094146485,1666.4601612671456,1.5782355536284363,3.2217949357891364,2.0,1.0
0,37.864790094146485,1554.2690248159945,1.5782355536284363,3.191526191994537,2.0,1.0
0,37.864790094146485,1752.244881285821,1.5782355536284363,3.2435947999824077,2.0,1.0
0,37.864790094146485,1400.8962175002014,1.5782355536284363,3.1464059626687306,2.0,1.0
0,37.864790094146485,1291.619228710727,1.5782355536284363,3.111134501861384,2.0,1.0
0,37.864790094146485,1386.3982768481333,1.5782355536284363,3.1418880099223836,2.0,1.0
0,37.864790094146485,1486.854117982792,1.5782355536284363,3.172268360006123,2.0,1.0
0,37.864790094146485,1472.223794152994,1.5782355536284363,3.1679738325410085,2.0,1.0
0,37.864790094146485,1218.511251846445,1.5782355536284363,3.0858295438549743,2.0,1.0
0,37.864790094146485,1453.3358586552224,1.5782355536284363,3.162365989181315,2.0,1.0
0,37.864790094146485,1483.6752529808584,1.5782355536284363,3.1713388529158704,2.0,1.0
0,37.864790094146485,2091.557794766078,1.5782355536284363,3.3204698696822246,2.0,1.0
0,37.864790094146485,1899.9256061466963,1.5782355536284363,3.278736595967295,2.0,1.0
0,37.864790094146485,1261.5000597587054,1.5782355536284363,3.1008872754266217,2.0,1.0
0,37.864790094146485,1373.250469076158,1.5782355536284363,3.1377497560401304,2.0,1.0
0,37.864790094146485,1151.1618523821746,1.5782355536284363,3.0611363893593837,2.0,1.0
0,37.864790094146485,1312.1696478932329,1.5782355536284363,3.117989987768989,2.0,1.0
0,37.864790094146485,1503.2490358983734,1.5782355536284363,3.1770309339849234,2.0,1.0
0,37.864790094146485,1718.0090343417073,1.5782355536284363,3.235025443287095,2.0,1.0
0,37.864790094146485,1285.2142852481163,1.5782355536284363,3.108975544120338,2.0,1.0
0,37.864790094146485,1299.742376679382,1.5782355536284363,3.1138572788651575,2.0,1.0
0,37.864790094146485,1038.9334775322818,1.5782355536284363,3.0165877407568398,2.0,1.0
0,37.864790094146485,1399.1825188541407,1.5782355536284363,3.1458743705039174,2.0,1.0
0,37.864790094146485,1222.5341509021787,1.5782355536284363,3.087260999772108,2.0,1.0
0,37.864790094146485,1324.2842501914447,1.5782355536284363,3.121981213985807,2.0,1.0
0,37.864790094146485,1257.038958453629,1.5782355536284363,3.099348737653536,2.0,1.0
0,37.864790094146485,1413.6127420961682,1.5782355536284363,3.150330451182574,2.0,1.0
0,37.864790094146485,1101.45141731027,1.5782355536284363,3.041965346099243,2.0,1.0
0,37.864790094146485,1150.5398330152336,1.5782355536284363,3.0609016590405163,2.0,1.0
0,37.864790094146485,1973.2365350848384,1.5782355536284363,3.295179147961221,2.0,1.0
0,37.864790094146485,1181.9606789169554,1.5782355536284363,3.0726030288181296,2.0,1.0
0,37.864790094146485,1216.2473823502496,1.5782355536284363,3.0850219185737853,2.0,1.0
0,37.864790094146485,1888.5797060733378,1.5782355536284363,3.2761353186193793,2.0,1.0
0,37.864790094146485,2216.7632011447345,1.5782355536284363,3.345719303430784,2.0,1.0
0,37.864790094146485,1202.6807754700712,1.5782355536284363,3.0801503689447465,2.0,1.0
0,52.81951900505005,2639.9737621987047,1.7227944420355452,3.42159961058614,2.0,1.0
0,52.81951900505005,2936.56242691417,1.7227944420355452,3.467839237726624,2.0,1.0
0,52.81951900505005,3615.792180699962,1.7227944420355452,3.558203461247765,2.0,1.0
0,52.81951900505005,2406.029215632007,1.7227944420355452,3.3813008965328084,2.0,1.0
0,52.81951900505005,2689.121728105731,1.7227944420355452,3.4296104618172243,2.0,1.0
0,52.81951900505005,3134.930354837268,1.7227944420355452,3.4962278970500402,2.0,1.0
0,52.81951900505005,2977.908573748377,1.7227944420355452,3.473911360130029,2.0,1.0
0,52.81951900505005,2636.844432164093,1.7227944420355452,3.4210845081606447,2.0,1.0
0,52.81951900505005,2734.4569964531797,1.7227944420355452,3.436871097814903,2.0,1.0
0,52.81951900505005,2269.982110920388,1.7227944420355452,3.356022434656041,2.0,1.0
0,52.81951900505005,2691.9888246893097,1.7227944420355452,3.4300732526597253,2.0,1.0
0,52.81951900505005,2680.620234591749,1.7227944420355452,3.4282352915272485,2.0,1.0
0,52.81951900505005,2888.7728873779497,1.7227944420355452,3.460713399360406,2.0,1.0
0,52.81951900505005,2566.921290194678,1.7227944420355452,3.4094125520535234,2.0,1.0
0,52.81951900505005,2994.379706539765,1.7227944420355452,3.476306870823015,2.0,1.0
0,52.81951900505005,3247.5916625536283,1.7227944420355452,3.511561417783384,2.0,1.0
0,52.81951900505005,2855.7106354261605,1.7227944420355452,3.4557141989709423,2.0,1.0
0,52.81951900505005,2941.0591845559234,1.7227944420355452,3.4685037641423726,2.0,1.0
0,52.81951900505005,2812.235234353398,1.7227944420355452,3.449051645191598,2.0,1.0
0,52.81951900505005,2789.9369054113463,1.7227944420355452,3.4455943817891774,2.0,1.0
0,52.81951900505005,2503.707459236859,1.7227944420355452,3.3985835832199975,2.0,1.0
0,52.81951900505005,2925.5440439411295,1.7227944420355452,3.4662066407809045,2.0,1.0
0,52.81951900505005,2749.4842050977186,1.7227944420355452,3.439251229142973,2.0,1.0
0,52.81951900505005,3818.9731149539025,1.7227944420355452,3.5819466010105883,2.0,1.0
0,52.81951900505005,3532.5131474973387,1.7227944420355452,3.5480837869041544,2.0,1.0
0,52.81951900505005,2956.136871477079,1.7227944420355452,3.470724538366593,2.0,1.0
0,52.81951900505005,2488.170597396675,1.7227944420355452,3.395880153739051,2.0,1.0
0,52.81951900505005,2361.140113370042,1.7227944420355452,3.3731217594878498,2.0,1.0
0,52.81951900505005,3335.684030821787,1.7227944420355452,3.523184905823756,2.0,1.0
0,52.81951900505005,2902.053836592578,1.7227944420355452,3.462705464861954,2.0,1.0
0,52.81951900505005,2998.2471440033105,1.7227944420355452,3.476867428663374,2.0,1.0
0,52.81951900505005,2147.5301707476933,1.7227944420355452,3.331939273968796,2.0,1.0
0,52.81951900505005,3206.3143320083886,1.7227944420355452,3.5060060962979076,2.0,1.0
0,52.81951900505005,2986.7008178403007,1.7227944420355452,3.4751917208737564,2.0,1.0
0,52.81951900505005,2361.841755147892,1.7227944420355452,3.3732507962545015,2.0,1.0
0,52.81951900505005,2599.39207647707,1.7227944420355452,3.4148717907776893,2.0,1.0
0,52.81951900505005,2902.4752363515527,1.7227944420355452,3.4627685230663388,2.0,1.0
0,52.81951900505005,2811.9447949950454,1.7227944420355452,3.4490067902224775,2.0,1.0
0,52.81951900505005,2670.272812597924,1.7227944420355452,3.4265556340062484,2.0,1.0
0,52.81951900505005,2746.9276854706377,1.7227944420355452,3.4388472265066747,2.0,1.0
0,52.81951900505005,2686.420706834275,1.7227944420355452,3.4291740263331354,2.0,1.0
0,52.81951900505005,2854.4828800709492,1.7227944420355452,3.4555274426438003,2.0,1.0
0,52.81951900505005,3478.9485871790434,1.7227944420355452,3.541448010676469,2.0,1.0
0,52.81951900505005,1898.3926528015422,1.7227944420355452,3.2783860443970605,2.0,1.0
0,52.81951900505005,2692.5232965291575,1.7227944420355452,3.4301594696340083,2.0,1.0
0,52.81951900505005,2864.7560129658495,1.7227944420355452,3.457087639659506,2.0,1.0
0,52.81951900505005,2916.561694273708,1.7227944420355452,3.464871167530736,2.0,1.0
0,52.81951900505005,2638.5225883061808,1.7227944420355452,3.421360816510011,2.0,1.0
0,52.81951900505005,2143.624428723978,1.7227944420355452,3.3311486976156366,2.0,1.0
0,52.81951900505005,2930.595499777827,1.7227944420355452,3.4669558783710244,2.0,1.0
0,73.68062997280774,7034.503674594711,1.8673533304426542,3.847233460834194,2.0,1.0
0,73.68062997280774,4313.050361792509,1.8673533304426542,3.634784529261391,2.0,1.0
0,73.68062997280774,6179.879711568452,1.8673533304426542,3.790980021834694,2.0,1.0
0,73.68062997280774,5167.793569030701,1.8673533304426542,3.7133051571500624,2.0,1.0
0,73.68062997280774,5379.126246140878,1.8673533304426542,3.730711737135339,2.0,1.0
0,73.68062997280774,4635.712127222212,1.8673533304426542,3.666116458904877,2.0,1.0
0,73.68062997280774,5163.198125288893,1.8673533304426542,3.7129187903714125,2.0,1.0
0,73.68062997280774,6597.767236407067,1.8673533304426542,3.8193969899411946,2.0,1.0
0,73.68062997280774,5924.65757069836,1.8673533304426542,3.772663254352398,2.0,1.0
0,73.68062997280774,7039.740761838319,1.8673533304426542,3.8475566665602834,2.0,1.0
0,73.68062997280774,6477.5113678311845,1.8673533304426542,3.811408183831853,2.0,1.0
0,73.68062997280774,5798.432410194673,1.8673533304426542,3.7633105991457594,2.0,1.0
0,73.68062997280774,7052.024819328397,1.8673533304426542,3.8483138321125936,2.0,1.0
0,73.68062997280774,5798.351070188977,1.8673533304426542,3.7633045068503064,2.0,1.0
0,73.68062997280774,6146.745972314701,1.8673533304426542,3.7886452653249227,2.0,1.0
0,73.68062997280774,5192.622987270842,1.8673533304426542,3.715386791593372,2.0,1.0
0,73.68062997280774,5483.2965343327905,1.8673533304426542,3.7390417329785186,2.0,1.0
0,73.68062997280774,4889.6025965391145,1.8673533304426542,3.6892735631842313,2.0,1.0
0,73.68062997280774,6297.559612559106,1.8673533304426542,3.799172287211506,2.0,1.0
0,73.68062997280774,4549.325870292322,1.8673533304426542,3.657947046656499,2.0,1.0
0,73.68062997280774,6104.811046323904,1.8673533304426542,3.7856722263793747,2.0,1.0
0,73.68062997280774,5275.782166883323,1.8673533304426542,3.7222868555487816,2.0,1.0
0,73.68062997280774,6471.524256506775,1.8673533304426542,3.8110065833310203,2.0,1.0
0,73.68062997280774,6076.050848155107,1.8673533304426542,3.7836213996510475,2.0,1.0
0,73.68062997280774,7133.63932683504,1.8673533304426542,3.853311147849963,2.0,1.0
0,73.68062997280774,6057.7643250228575,1.8673533304426542,3.782312373266718,2.0,1.0
0,73.68062997280774,4288.420857670492,1.8673533304426542,3.6322973996313115,2.0,1.0
0,73.68062997280774,5374.5864372319575,1.8673533304426542,3.730345051854968,2.0,1.0
0,73.68062997280774,4553.624577099239,1.8673533304426542,3.6583572224110807,2.0,1.0
0,73.68062997280774,5022.77529587266,1.8673533304426542,3.7009437495421045,2.0,1.0
0,73.68062997280774,6810.114067828993,1.8673533304426542,3.8331543863054147,2.0,1.0
